dms_id,target_seq_len,rho_esm,wt_agreement,mean_wt_logprob,mean_entropy,frac_confident,score_dispersion,length,n_variants
BLAT_ECOLX_Stiffler_2015,286,0.7314911529724377,0.6806083650190115,-1.061693827531865,1.120153294700931,0.6387832699619772,4.010377027892308,286.0,4996.0
C6KNH7_9INFA_Lee_2018,566,0.4830214285639858,0.6837455830388692,-0.9435320164181058,0.903897038600062,0.7208480565371025,3.89696478705972,566.0,10754.0
CALM1_HUMAN_Weile_2017,149,0.21161860375234082,0.7905405405405406,-0.7492444760435909,1.046751969725183,0.7297297297297297,3.8283192243339914,149.0,1813.0
CAPSD_AAV2S_Sinai_2021,735,0.20304481750055173,0.07142857142857142,-2.7545581672872816,2.766230251107897,0.0,1.14118357897074,735.0,532.0
CASP3_HUMAN_Roychowdhury_2020,258,0.6375225401356254,0.7509727626459144,-0.7879209763844722,0.8302543552602363,0.7470817120622568,3.7309306578708874,258.0,1567.0
CASP7_HUMAN_Roychowdhury_2020,281,0.6220967517349602,0.7178571428571429,-0.7894891604018345,0.8357567049093112,0.7464285714285714,3.766661264725281,281.0,1680.0
CATR_CHLRE_Tsuboyama_2023_2AMI,72,0.3924973226204737,0.6805555555555556,-0.8943400044703999,1.148468598477646,0.6388888888888888,3.9776100676549624,72.0,1340.0
CBPA2_HUMAN_Tsuboyama_2023_1O6X,72,0.49136394432119335,0.5277777777777778,-1.57101643900387,1.7630636235699058,0.3333333333333333,3.035116946687556,72.0,1357.0
CBS_HUMAN_Sun_2020,551,0.3421634197650184,0.5883424408014571,-1.2990700512570645,1.2749521029891084,0.5828779599271403,4.161329652554137,551.0,7217.0
CBX4_HUMAN_Tsuboyama_2023_2K28,50,0.6721421993244779,0.74,-1.1095087322965265,1.4235458917915822,0.5,2.9116360619530695,50.0,917.0
CCDB_ECOLI_Adkar_2012,101,0.4658587791092502,0.53,-1.4278437395393848,1.6452528968453408,0.42,3.059487618742279,101.0,1176.0
CCDB_ECOLI_Tripathi_2016,101,0.5114693109007279,0.53,-1.4278437395393848,1.6452528968453408,0.42,3.0439300034921533,101.0,1663.0
CCR5_HUMAN_Gill_2023,352,0.3473682700378534,0.49226006191950467,-1.6049121939121231,1.5653147234526628,0.42105263157894735,3.7501541614399927,352.0,6137.0
CD19_HUMAN_Klesmith_2019_FMC_singles,556,0.049879740705743435,0.26838235294117646,-2.3612558475326617,2.2944844042238617,0.125,2.5983529089776285,556.0,3761.0
CP2C9_HUMAN_Amorosi_2021_abundance,490,0.634523636114507,0.6419753086419753,-1.1525268077959572,1.1558591441822395,0.6728395061728395,3.557215123463252,490.0,6370.0
CP2C9_HUMAN_Amorosi_2021_activity,490,0.6788932218791971,0.6331236897274634,-1.1724960451820705,1.1648467322909106,0.6666666666666666,3.4983355532445994,490.0,6142.0
CSN4_MOUSE_Tsuboyama_2023_1UFM,72,0.34235172890494764,0.7916666666666666,-0.5800950143416735,0.6769123852977322,0.8888888888888888,3.5330315664454153,72.0,1353.0
CUE1_YEAST_Tsuboyama_2023_2MYX,52,0.5084649191513423,0.4423076923076923,-1.8622039560085306,1.9946306144388823,0.25,2.7931046269029167,52.0,955.0
D7PM05_CLYGR_Somermeyer_2022,235,-0.014266486900329821,0.09401709401709402,-2.849327044099824,2.8370782921456885,0.004273504273504274,0.7557974952426244,235.0,1169.0
DLG4_HUMAN_Faure_2021,724,0.48805947472215455,0.9404761904761905,-0.2826569129422188,0.22481715608973035,0.9761904761904762,3.507120009398543,724.0,1280.0
DLG4_RAT_McLaughlin_2012,724,0.5427745658878979,0.9397590361445783,-0.28560612446107186,0.22424185321896326,0.9759036144578314,3.6030824204064777,724.0,1576.0
DN7A_SACS2_Tsuboyama_2023_1JIC,55,0.33706531508193405,0.41818181818181815,-2.000126644698056,2.144123650951819,0.09090909090909091,2.0499459894897636,55.0,1008.0
DNJA1_HUMAN_Tsuboyama_2023_2LO1,65,0.6153448706674932,0.6615384615384615,-1.1431696665795663,1.4401303358662587,0.5076923076923077,3.1494125587966337,65.0,1216.0
DOCK1_MOUSE_Tsuboyama_2023_2M0Y,66,0.5758861067509213,0.5606060606060606,-1.6274010586467655,1.61813000572676,0.45454545454545453,3.5276236806393206,66.0,1213.0
DYR_ECOLI_Nguyen_2023,159,0.5442172008690284,0.5886075949367089,-1.2341761091388146,1.204310964579293,0.5949367088607594,4.025517828561536,159.0,2916.0
DYR_ECOLI_Thompson_2019,159,0.4800274624687618,0.5859872611464968,-1.24203652490815,1.2119749035481602,0.5923566878980892,3.634682330591743,159.0,2363.0
ENVZ_ECOLI_Ghose_2023,60,0.17036848013342007,0.48333333333333334,-1.5342474785788605,1.5921899139881135,0.43333333333333335,3.2041717372775,60.0,1121.0
ENV_HV1B9_DuenasDecamp_2016,853,0.012175989428250216,0.0,-3.081849551200867,2.7103613555431365,0.05,0.8888597232300753,853.0,375.0
ENV_HV1BR_Haddox_2016,861,0.04578030534195769,0.20088626292466766,-2.5390330176398797,2.5032720916864615,0.10487444608567208,1.8978715818116199,861.0,12863.0
EPHB2_HUMAN_Tsuboyama_2023_1F0M,66,0.6764714562936266,0.5,-1.4983463218139315,1.531737499334144,0.42424242424242425,3.6551553115138926,66.0,1239.0
ESTA_BACSU_Nutschel_2020,212,0.2995262804607824,0.4880952380952381,-1.6748828911666005,1.6858312066622256,0.39285714285714285,2.965147562747944,212.0,2172.0
FECA_ECOLI_Tsuboyama_2023_2D1U,72,0.5347503460942411,0.4444444444444444,-1.5348398263126404,1.503334091614104,0.4305555555555556,3.1777930149837066,72.0,1219.0
FKBP3_HUMAN_Tsuboyama_2023_2KFV,69,0.18781837374675261,0.2318840579710145,-2.464347893777101,2.5117636616679206,0.028985507246376812,1.3546166184614896,69.0,1237.0
GAL4_YEAST_Kitzman_2015,881,0.6676185486042442,0.765625,-0.8699146157443352,1.0638120844851073,0.640625,4.477069046582435,881.0,1195.0
GDIA_HUMAN_Silverstein_2021,447,0.397065241002714,0.849438202247191,-0.46634074766962236,0.39066410418887615,0.9258426966292135,3.3652073427395552,447.0,1154.0
GFP_AEQVI_Sarkisyan_2016,238,0.05165521621836818,0.0944206008583691,-2.8251206352987004,2.8065027392473345,0.0,0.8574534023097161,238.0,1084.0
GLPA_HUMAN_Elazar_2016,150,0.4253074280491886,0.3333333333333333,-2.001076289017995,1.8572938760121664,0.13333333333333333,2.847049749153693,150.0,245.0
GRB2_HUMAN_Faure_2021,217,0.7255822239705614,0.5636363636363636,-1.4073418747988233,1.1820967674932696,0.5454545454545454,4.348151086442902,217.0,1034.0
HCP_LAMBD_Tsuboyama_2023_2L6Q,55,0.6858986129297031,0.6181818181818182,-1.3369579835371537,1.2618980422616004,0.6181818181818182,3.3892123321363568,55.0,1040.0
HECD1_HUMAN_Tsuboyama_2023_3DKM,72,0.6426280308845486,0.7222222222222222,-1.0527157856599336,0.9510955473977245,0.7222222222222222,4.073265660807022,72.0,1244.0
HEM3_HUMAN_Loggerenberg_2023,361,0.3932396876820468,0.6637426900584795,-0.9731641187904138,0.9160686907275412,0.7280701754385965,4.700810327418505,361.0,5689.0
HMDH_HUMAN_Jiang_2019,888,0.5089494070498708,0.46223224351747466,-1.7254123736006954,1.6802479454196502,0.3923337091319053,4.041281067790682,888.0,16853.0
HSP82_YEAST_Cote-Hammarlof_2020_growth-H2O2,709,0.2565105981808626,0.4957983193277311,-1.4848939608442577,1.584662690328262,0.3949579831932773,3.5490123743179676,709.0,2252.0
HSP82_YEAST_Flynn_2019,709,0.2832632134254101,0.4639321074964639,-1.7005598863851763,1.678929056985438,0.347949080622348,3.5729985276089207,709.0,13294.0
HSP82_YEAST_Mishra_2016,709,0.46120560367190755,0.5065502183406113,-1.5634478053893852,1.3282621628665834,0.537117903930131,4.259741840111278,709.0,4323.0
HXK4_HUMAN_Gersing_2022_activity,465,0.516610975094535,0.540948275862069,-1.453160902291968,1.4671719324966221,0.47844827586206895,3.8583622282787235,465.0,8570.0
HXK4_HUMAN_Gersing_2023_abundance,465,0.36743849988925675,0.5421166306695464,-1.4515296730566953,1.467418615449045,0.4794816414686825,3.857697407256601,465.0,8396.0
I6TAH8_I68A0_Doud_2015,498,0.020421213613464686,0.10441767068273092,-2.794950950171015,2.787696445897506,0.008032128514056224,1.198401048225017,498.0,9462.0
IF1_ECOLI_Kelsic_2016,72,0.5986833133306252,0.8055555555555556,-0.5771489762511111,0.7006215772061195,0.9027777777777778,3.886582935976123,72.0,1367.0
ILF3_HUMAN_Tsuboyama_2023_2L33,71,0.3179029326968595,0.9436619718309859,-0.16630784991692463,0.20699660823037716,0.971830985915493,3.0903499827840886,71.0,1329.0
ISDH_STAAW_Tsuboyama_2023_2LHR,55,0.2913758390401076,0.34545454545454546,-2.3584231902252544,2.3082974309271034,0.10909090909090909,1.8245215417140526,55.0,940.0
KCNE1_HUMAN_Muhammad_2023_expression,129,0.10603774483038718,0.6614173228346457,-1.029300025101443,1.024820752881878,0.7244094488188977,3.5983715944185763,129.0,2339.0
KCNE1_HUMAN_Muhammad_2023_function,129,0.5246511669790149,0.6614173228346457,-1.029300025101443,1.024820752881878,0.7244094488188977,3.6071931198227642,129.0,2315.0
KCNJ2_MOUSE_Coyote-Maestas_2022_function,428,0.38198463726003185,0.59846547314578,-1.313025186227131,1.3319105025025948,0.5524296675191815,4.174120265402298,428.0,6963.0
KCNJ2_MOUSE_Coyote-Maestas_2022_surface,428,0.3515722727622532,0.59846547314578,-1.313025186227131,1.3319105025025948,0.5524296675191815,4.158241841607043,428.0,6917.0
KKA2_KLEPN_Melnikov_2014,264,0.601436317096317,0.5681818181818182,-1.4241856881706167,1.3990013966509705,0.5151515151515151,3.7012179476089897,264.0,4960.0
LGK_LIPST_Klesmith_2015,439,0.515105345036238,0.6446469248291572,-1.0643541037307822,1.2127296946992396,0.6173120728929385,4.016700949012745,439.0,7890.0
LYAM1_HUMAN_Elazar_2016,372,0.3101803783386235,0.2608695652173913,-2.2592323500177134,2.2322880807130234,0.0,2.5836997219859645,372.0,359.0
MAFG_MOUSE_Tsuboyama_2023_1K1V,41,0.5135629505280603,0.36585365853658536,-2.221626761482983,2.292395296438438,0.04878048780487805,1.8076015380317094,41.0,762.0
MBD11_ARATH_Tsuboyama_2023_6ACV,66,0.5438402206358405,0.3181818181818182,-2.0347692859217976,2.059563080469767,0.24242424242424243,2.0462466926857563,66.0,1155.0
MET_HUMAN_Estevam_2023,287,0.5899318511170537,0.6062717770034843,-1.327875186338938,1.381760997912694,0.5087108013937283,4.271693145489024,287.0,5393.0
MK01_HUMAN_Brenan_2016,360,0.17818031575660634,0.6768802228412256,-1.041112127276187,1.0868012686658906,0.6768802228412256,4.297332740089959,360.0,6809.0
MLAC_ECOLI_MacRae_2023,211,0.38207991446847145,0.5071090047393365,-1.424337531159646,1.3710572442560682,0.5118483412322274,4.162387743653844,211.0,4007.0
MSH2_HUMAN_Jia_2020,934,0.3394904674703779,0.8329764453961456,-0.5317812256781417,0.5127025362664691,0.8918629550321199,4.164416449267253,934.0,16749.0
MTH3_HAEAE_RockahShmuel_2015,330,0.5269897702467963,0.5319148936170213,-1.5354894736370945,1.48574589420461,0.46808510638297873,3.503077610915174,330.0,1777.0
MTHR_HUMAN_Weile_2021,656,0.3475138357433341,0.7713414634146342,-0.7861642207325664,0.7737771243373572,0.7865853658536586,4.310294092882837,656.0,12464.0
MYO3_YEAST_Tsuboyama_2023_2BTT,61,0.5096788047910522,0.5081967213114754,-1.5118062829495729,1.632300406816553,0.36065573770491804,2.831408552824498,61.0,947.0
NCAP_I34A1_Doud_2015,498,0.02779283793123753,0.1144578313253012,-2.7845909890382603,2.7922152415213426,0.008032128514056224,1.1722894288148573,498.0,9462.0
NKX31_HUMAN_Tsuboyama_2023_2L9R,61,0.6972875460360266,0.4918032786885246,-1.7176427415984332,1.6945639103651047,0.4426229508196721,3.411311447518314,61.0,1149.0
NRAM_I33A0_Jiang_2016,453,0.16079064080231278,0.52,-1.4518169904191744,1.5622538982052356,0.42,4.338631469851905,453.0,298.0
NUD15_HUMAN_Suiter_2020,164,0.5255896253092035,0.48466257668711654,-1.8840754318404214,1.7177072079977924,0.36809815950920244,3.6257826017593753,164.0,2844.0
NUSA_ECOLI_Tsuboyama_2023_1WCL,69,0.4819248408698937,0.43478260869565216,-1.7364820122610831,1.775758992502655,0.2898550724637681,3.2289844885300196,69.0,1306.0
NUSG_MYCTU_Tsuboyama_2023_2MI6,55,0.5611749236481881,0.6181818181818182,-1.2522615589878776,1.3105560264804146,0.5272727272727272,3.4431170023756024,55.0,1019.0
OBSCN_HUMAN_Tsuboyama_2023_1V1C,65,0.6455936808024044,0.5692307692307692,-1.2649244233464392,1.3099765579431102,0.5846153846153846,3.745723097207939,65.0,1213.0
ODP2_GEOSE_Tsuboyama_2023_1W4G,44,0.5143984302327679,0.45454545454545453,-1.570702523755079,1.3429433710195802,0.5227272727272727,2.6136147379098924,44.0,669.0
OTC_HUMAN_Lo_2023,354,0.5309452474716275,0.5745341614906833,-1.3429702824796776,1.2743441455774096,0.5838509316770186,3.5343998413263757,354.0,1570.0
OTU7A_HUMAN_Tsuboyama_2023_2L2D,42,0.31947549991165686,0.6904761904761905,-0.9995725750479669,0.903519476630858,0.8095238095238095,3.531395080485251,42.0,635.0
OXDA_RHOTO_Vanella_2023_activity,364,0.37017652209171065,0.5274725274725275,-1.5571104314917497,1.6106331297503478,0.42032967032967034,3.4805629012679327,364.0,6396.0
OXDA_RHOTO_Vanella_2023_expression,364,0.3149716127609955,0.5274725274725275,-1.5571104314917497,1.6106331297503478,0.42032967032967034,3.5456761120230498,364.0,6769.0
P53_HUMAN_Giacomelli_2018_Null_Etoposide,393,0.4323385599158205,0.41475826972010177,-1.8953482100107308,1.8564769761641593,0.3282442748091603,3.309553102074251,393.0,7467.0
P53_HUMAN_Giacomelli_2018_Null_Nutlin,393,0.40426880200279197,0.41475826972010177,-1.8953482100107308,1.8564769761641593,0.3282442748091603,3.309553102074251,393.0,7467.0
P53_HUMAN_Giacomelli_2018_WT_Nutlin,393,0.4001512508432209,0.41475826972010177,-1.8953482100107308,1.8564769761641593,0.3282442748091603,3.309553102074251,393.0,7467.0
P53_HUMAN_Kotler_2018,393,0.6781263027340868,0.5421052631578948,-1.497458863736737,1.4082540758291113,0.5157894736842106,3.5189407074064176,393.0,1048.0
P84126_THETH_Chan_2017,254,0.6046739267075025,0.8125,-0.4726786173618166,0.5560135473526315,0.8625,3.944376163143362,254.0,1519.0
PABP_YEAST_Melamed_2013,577,0.6557076790831939,0.64,-1.2255449064009978,1.1436465185073514,0.6133333333333333,4.116267996161235,577.0,1187.0
PAI1_HUMAN_Huttinger_2021,402,0.44793734855519524,0.5277044854881267,-1.4904785547743362,1.5277078417092955,0.46965699208443273,3.780916578979013,402.0,5345.0
PA_I34A1_Wu_2015,716,0.03807980793013022,0.13204747774480713,-2.856311583377487,2.8234463415443014,0.001483679525222552,0.8123918315765574,716.0,1820.0
PHOT_CHLRE_Chen_2023,118,0.6491460793904862,0.6864406779661016,-1.0619407861465904,1.1520793591270824,0.6101694915254238,3.5094560392190997,118.0,2122.0
PIN1_HUMAN_Tsuboyama_2023_1I6C,39,0.6623283154007283,0.5128205128205128,-1.5011265366338193,1.598823134906781,0.38461538461538464,3.236756840874486,39.0,686.0
PITX2_HUMAN_Tsuboyama_2023_2L7M,52,0.6378512790832349,0.5769230769230769,-1.4705818996321445,1.3643422179783766,0.5192307692307693,3.469315782665953,52.0,938.0
PKN1_HUMAN_Tsuboyama_2023_1URF,71,0.29766977709999204,0.7183098591549296,-0.8803662742147038,1.073700192568063,0.6197183098591549,3.888759175656808,71.0,1301.0
POLG_DEN26_Suphatrakul_2023,900,0.1533472435867464,0.23,-2.47009088868036,2.437397366923332,0.09888888888888889,2.2505800210500366,900.0,16897.0
POLG_PESV_Tsuboyama_2023_2MXD,53,0.09315875881309532,0.11320754716981132,-2.7490166020843216,2.6681803498628005,0.018867924528301886,1.0516205939936276,53.0,995.0
PPARG_HUMAN_Majithia_2016,505,0.5936962813919814,0.3948412698412698,-1.9492011116186216,2.028866196509452,0.25793650793650796,3.3906648324662356,505.0,9576.0
PPM1D_HUMAN_Miller_2022,605,0.6017723538064103,0.5023809523809524,-1.5793585076767203,1.5506637696830912,0.45714285714285713,4.53782947353322,605.0,7889.0
PR40A_HUMAN_Tsuboyama_2023_1UZC,63,0.5888154804669183,0.7777777777777778,-0.8611774113369248,0.9856411035926569,0.746031746031746,3.241028090225047,63.0,1163.0
PRKN_HUMAN_Clausen_2023,465,0.5012109079920161,0.3849462365591398,-1.9791225065076468,1.9784908108403205,0.26666666666666666,3.4665847437828297,465.0,8756.0
PSAE_PICP2_Tsuboyama_2023_1PSE,68,0.590582056415564,0.4852941176470588,-1.6535657050622188,1.7206693493268068,0.4264705882352941,3.3520282863737156,68.0,1219.0
PTEN_HUMAN_Matreyek_2021,403,0.4650303765193299,0.7101827676240209,-0.8674328311942948,0.8519132075856827,0.741514360313316,4.606787245398822,403.0,5083.0
PTEN_HUMAN_Mighell_2018,403,0.5185316521668099,0.707196029776675,-0.8804655452647236,0.8606987462960248,0.739454094292804,4.656079061643246,403.0,7260.0
Q2N0S5_9HIV1_Haddox_2018,860,0.04424785855602088,0.16417910447761194,-2.5792599337425695,2.5561426225882857,0.06567164179104477,1.80934466135468,860.0,12729.0
Q53Z42_HUMAN_McShan_2019_binding-TAPBPR,365,0.3300317929741289,0.5722222222222222,-1.4299069188422031,1.2305108214806144,0.6333333333333333,3.4227334266429303,365.0,3344.0
Q53Z42_HUMAN_McShan_2019_expression,365,0.5540214975900966,0.5722222222222222,-1.4299069188422031,1.2305108214806144,0.6333333333333333,3.4227334266429303,365.0,3344.0
Q59976_STRSQ_Romero_2015,501,0.5721321458322222,0.608,-1.4043982462223212,1.3560359651674516,0.544,3.6661468335060583,501.0,2999.0
Q6WV12_9MAXI_Somermeyer_2022,222,0.034655528294590336,0.15,-2.7961633285338228,2.8005961418151855,0.00909090909090909,0.8601602056253762,222.0,1141.0
Q837P4_ENTFA_Meier_2023,589,0.5149598264422284,0.47368421052631576,-1.6414189451583967,1.5846529833935692,0.4473684210526316,4.223966589806986,589.0,697.0
Q837P5_ENTFA_Meier_2023,571,0.37375379282322624,0.6341463414634146,-1.291782451545814,1.3043681100328886,0.4878048780487805,3.8227479417059613,571.0,747.0
Q8WTC7_9CNID_Somermeyer_2022,238,-0.03331763902597557,0.13675213675213677,-2.837396689459809,2.8481898236478496,0.0,0.7231732327309264,238.0,1201.0
R1AB_SARS2_Flynn_2022,306,0.10475529769235739,0.17491749174917492,-2.645868442466993,2.643821479918638,0.0462046204620462,1.714011748183541,306.0,5725.0
RAD_ANTMA_Tsuboyama_2023_2CJJ,54,0.2998184863162751,0.48148148148148145,-1.6341518201623801,1.7039097630315356,0.3888888888888889,2.3880935842894617,54.0,774.0
RAF1_HUMAN_Zinkus-Boltz_2019,648,0.4733114129551598,0.8461538461538461,-0.601148980929373,0.7926484772171347,0.8461538461538461,3.6204448791278163,648.0,297.0
RASH_HUMAN_Bandaru_2017,189,0.4975791061453566,0.7757575757575758,-0.6857934456693439,0.8325429228416672,0.7757575757575758,4.073615012123475,189.0,3134.0
RASK_HUMAN_Weng_2022_abundance,188,0.1586321901835241,0.7663043478260869,-0.7450679717268703,0.8954557101982494,0.7065217391304348,4.129331650299097,188.0,3066.0
RASK_HUMAN_Weng_2022_binding-DARPin_K55,188,0.5601983068292345,0.7621621621621621,-0.7545783154150028,0.9033527322044294,0.7027027027027027,4.125350562784542,188.0,3084.0
RBP1_HUMAN_Tsuboyama_2023_2KWH,52,0.5996793426050842,0.34615384615384615,-2.1747992435613503,2.188318258223052,0.17307692307692307,2.2522543860118627,52.0,975.0
RCD1_ARATH_Tsuboyama_2023_5OAO,57,0.4720579388794253,0.631578947368421,-1.300299737104133,1.3879389408649059,0.543859649122807,3.2851870778978127,57.0,988.0
RCRO_LAMBD_Tsuboyama_2023_1ORC,63,0.4989181996800589,0.5079365079365079,-1.7195272455139765,1.655858402051741,0.38095238095238093,3.073022909193662,63.0,1195.0
RD23A_HUMAN_Tsuboyama_2023_1IFY,44,0.5444004064523491,0.6363636363636364,-1.0085805069168352,1.1356779585846446,0.6363636363636364,3.381053811750258,44.0,798.0
RDRP_I33A0_Li_2023,757,0.32176401269141397,0.8554376657824934,-0.505577352006829,0.4143101621972859,0.903183023872679,3.617014071534608,757.0,12003.0
REV_HV1H2_Fernandes_2016,116,0.24038302396860212,0.9026548672566371,-0.25126571792066593,0.34251716053030923,0.9734513274336283,2.687308455912972,116.0,2147.0
RFAH_ECOLI_Tsuboyama_2023_2LCL,55,0.34720772682825957,0.5454545454545454,-1.5279529023576865,1.5562804392792962,0.4,3.3066022374712394,55.0,969.0
RL20_AQUAE_Tsuboyama_2023_1GYZ,59,0.4107792565570548,0.7457627118644068,-0.9191662390179679,1.100611204486656,0.6440677966101694,4.051830478797251,59.0,1121.0
RL40A_YEAST_Mavor_2016,128,0.5178520925871772,0.8,-0.6105286204442382,0.9260240355134011,0.7733333333333333,3.0392338227116915,128.0,1253.0
RL40A_YEAST_Roscoe_2013,128,0.598578681459522,0.8,-0.6105286204442382,0.9260240355134011,0.7733333333333333,2.975625220252718,128.0,1195.0
RL40A_YEAST_Roscoe_2014,128,0.5300172230531615,0.8,-0.6105286204442382,0.9260240355134011,0.7733333333333333,3.054466926236051,128.0,1380.0
RNC_ECOLI_Weeks_2023,226,0.5961631985632944,0.6637168141592921,-1.0271882066631044,1.061094424963426,0.6548672566371682,4.524216635331757,226.0,4277.0
RPC1_BP434_Tsuboyama_2023_1R69,61,0.6145812616392501,0.5901639344262295,-1.2690081472821595,1.2662769263518638,0.5901639344262295,3.3006487289615722,61.0,1124.0
RPC1_LAMBD_Li_2019_high-expression,237,0.5494150294150294,0.559322033898305,-1.33472016580024,1.2966158818137847,0.6440677966101694,3.170948840820861,237.0,351.0
RPC1_LAMBD_Li_2019_low-expression,237,0.5231216006216006,0.559322033898305,-1.33472016580024,1.2966158818137847,0.6440677966101694,3.170948840820861,237.0,351.0
RS15_GEOSE_Tsuboyama_2023_1A32,63,0.4087228237576121,0.6349206349206349,-0.9806442091976928,1.1487949155123225,0.6031746031746031,3.342964664925296,63.0,1195.0
S22A1_HUMAN_Yee_2023_abundance,553,0.6264471892654259,0.56672760511883,-1.3236220529552705,1.3258938320247982,0.5155393053016454,3.758504274143082,553.0,9803.0
S22A1_HUMAN_Yee_2023_activity,553,0.575176112335751,0.56672760511883,-1.3236220529552705,1.3258938320247982,0.5155393053016454,3.79558834015453,553.0,10094.0
SAV1_MOUSE_Tsuboyama_2023_2YSB,43,0.6015847247575246,0.5952380952380952,-1.3435711587579655,1.4360182849424226,0.5476190476190477,3.17497952989608,43.0,679.0
SBI_STAAM_Tsuboyama_2023_2JVG,56,0.5725694555876479,0.44642857142857145,-1.8910578742756374,1.9151896539011173,0.32142857142857145,2.809956688388661,56.0,1025.0
SC6A4_HUMAN_Young_2021,630,0.5426258136811122,0.4673202614379085,-1.6574375072130447,1.6260805737883084,0.3888888888888889,3.6262599807570592,630.0,11576.0
SCIN_STAAR_Tsuboyama_2023_2QFF,70,0.34591638038001093,0.21428571428571427,-2.5742800865854534,2.4377493532640595,0.02857142857142857,1.492434527547681,70.0,1212.0
SDA_BACSU_Tsuboyama_2023_1PV0,44,0.607623227639395,0.5454545454545454,-1.5294859288366174,1.7318324813280592,0.4318181818181818,3.346314900187942,44.0,834.0
SERC_HUMAN_Xie_2023,370,0.5575450801603893,0.6666666666666666,-1.0544524754524722,1.0858733383964116,0.680327868852459,3.5930301713687838,370.0,1914.0
SHOC2_HUMAN_Kwon_2022,582,0.425543571427939,0.7214532871972318,-0.8381032691503666,0.8774961299199698,0.7474048442906575,4.661539607470005,582.0,10972.0
SOX30_HUMAN_Tsuboyama_2023_7JJK,57,0.32162107853655325,0.5614035087719298,-1.420879772831604,1.5227842845937662,0.43859649122807015,2.974447551164252,57.0,1010.0
