dms_id,uniprot,taxon,layer,direction,alpha,mean_entropy,wt_agreement,mean_wt_logprob,frac_confident,score_dispersion,rho,n_var,skill150,skill650
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,1,steer,0.0,1.7215871661785058,0.475,-1.84922176238033,0.35,4.234576225280762,0.5139818752988817,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,1,steer,0.0,1.4943252659402788,0.575,-1.2630520574282855,0.475,2.888601779937744,0.7090774362563783,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,1,steer,0.0,1.111100505455397,0.6,-1.2072464674012735,0.675,3.874257802963257,0.647262980505408,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,1,steer,0.0,1.3192897741682827,0.7,-1.1905497425002978,0.55,3.400869846343994,0.7107751407956528,745,0.634440849872635,0.6153448706674932
BLAT_ECOLX_Deng_2012,BLAT_ECOLX,Prokaryote,1,steer,0.0,1.4506030504824594,0.625,-1.2218424592501833,0.425,3.6117372512817383,0.4640740581989022,760,0.4609069536415703,0.5280743598413592
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,Prokaryote,1,steer,0.0,2.1175407767295837,0.4,-2.3453620799817143,0.225,2.3973166942596436,0.2214223856861035,704,0.1804600887722164,0.3472077268282595
UBC9_HUMAN_Weile_2017,UBC9_HUMAN,Human,1,steer,0.0,1.9290695160627365,0.575,-1.809412863315083,0.275,2.558048725128174,0.3418813108448977,656,0.4025856463328941,0.472584502940341
AICDA_HUMAN_Gajula_2014_3cycles,AICDA_HUMAN,Human,1,steer,0.0,2.106858318502253,0.2727272727272727,-2.865533861924302,0.1818181818181818,3.1287777423858643,0.1964487745829886,209,0.1964487745829886,0.3283841065807374
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,1,steer,1.0,1.5088911395519973,0.5,-1.472050149552524,0.475,3.3965048789978027,0.4905819789811567,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,1,steer,1.0,2.4180673122406007,0.15,-2.581189485639334,0.175,1.3513553142547607,0.085916973358224,760,0.0966399431087019,0.0661005878374455
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,1,steer,1.0,1.5000876473612152,0.475,-1.6370421347026425,0.5,3.629437923431397,0.3890372012030298,213,0.4048642719401532,0.5269897702467963
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,1,steer,1.0,2.8327890157699587,0.2,-2.812219625711441,0.0,0.7290763854980469,-0.1508497030607583,199,-0.0117440057006294,-0.0333176390259755
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,1,steer,1.0,1.702477623987943,0.425,-1.9365255690630871,0.375,4.231680393218994,0.4953749181957154,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,1,steer,1.0,1.6180353351403027,0.575,-1.3590889317856636,0.425,2.786292314529419,0.5684109563064171,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,1,steer,1.0,1.1729529187316077,0.575,-1.3769103593556793,0.7,3.7934117317199703,0.5772842759111966,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,1,steer,1.0,1.2840811625123023,0.7,-1.206187322747428,0.625,3.54085636138916,0.7047378034659265,745,0.634440849872635,0.6153448706674932
BLAT_ECOLX_Deng_2012,BLAT_ECOLX,Prokaryote,1,steer,1.0,1.3935293693793938,0.525,-1.3832052277270122,0.575,3.538020133972168,0.4732433726453199,760,0.4609069536415703,0.5280743598413592
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,Prokaryote,1,steer,1.0,2.103257508575916,0.325,-2.4096132021397354,0.175,2.420804500579834,0.2291059523842279,704,0.1804600887722164,0.3472077268282595
UBC9_HUMAN_Weile_2017,UBC9_HUMAN,Human,1,steer,1.0,1.8706211239099504,0.45,-1.906703672837466,0.4,2.7416059970855713,0.2934950422912156,656,0.4025856463328941,0.472584502940341
AICDA_HUMAN_Gajula_2014_3cycles,AICDA_HUMAN,Human,1,steer,1.0,2.263002038002014,0.2727272727272727,-2.8490933020683853,0.1818181818181818,2.949390649795532,0.1648795282812071,209,0.1964487745829886,0.3283841065807374
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,1,random,-1.0,1.4886107133701445,0.525,-1.3254583427682518,0.525,3.6124234199523926,0.4804784796792104,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,1,random,-1.0,2.675550729036331,0.125,-2.4379710495471953,0.0,1.163838028907776,0.1408541584258829,760,0.0966399431087019,0.0661005878374455
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,1,random,-1.0,1.5784733074135149,0.45,-1.6426572010961535,0.5,3.444847345352173,0.3705172245556179,213,0.4048642719401532,0.5269897702467963
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,1,random,-1.0,2.853585737943649,0.125,-2.829099249839783,0.0,0.6497601270675659,-0.1299040657834627,199,-0.0117440057006294,-0.0333176390259755
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,1,random,-1.0,1.751478633005172,0.425,-1.870974369668693,0.275,4.142940044403076,0.4845119110747621,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,1,random,-1.0,1.5049934717826543,0.575,-1.2696059248934035,0.5,2.869938850402832,0.7140534218813573,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,1,random,-1.0,1.1200168255250902,0.575,-1.2068361379686394,0.7,3.851131439208984,0.6621028106422132,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,1,random,-1.0,1.3077102173119783,0.7,-1.1077771983691491,0.55,3.321744680404663,0.7022030173772278,745,0.634440849872635,0.6153448706674932
BLAT_ECOLX_Deng_2012,BLAT_ECOLX,Prokaryote,1,random,-1.0,1.4641192493028938,0.575,-1.252250552806072,0.45,3.544738531112671,0.4527512789122575,760,0.4609069536415703,0.5280743598413592
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,Prokaryote,1,random,-1.0,2.1486855909228324,0.325,-2.319073433615267,0.2,2.3054018020629883,0.2117424013140698,704,0.1804600887722164,0.3472077268282595
UBC9_HUMAN_Weile_2017,UBC9_HUMAN,Human,1,random,-1.0,1.9569545544683933,0.5,-1.878281593415886,0.275,2.5578954219818115,0.2960665641373552,656,0.4025856463328941,0.472584502940341
AICDA_HUMAN_Gajula_2014_3cycles,AICDA_HUMAN,Human,1,random,-1.0,2.170016261664304,0.2727272727272727,-2.7935168499296363,0.1818181818181818,3.08902359008789,0.1959941858569892,209,0.1964487745829886,0.3283841065807374
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,1,random,1.0,1.482148955203593,0.55,-1.367773620970547,0.5,3.5802605152130127,0.4747978823338494,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,1,random,1.0,2.678406259417534,0.15,-2.4080263406038283,0.0,1.1734058856964111,0.1358330096248708,760,0.0966399431087019,0.0661005878374455
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,1,random,1.0,1.5575081670307551,0.475,-1.6670463317757822,0.5,3.5802619457244873,0.3978836870244609,213,0.4048642719401532,0.5269897702467963
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,1,random,1.0,2.7238127082586288,0.1,-2.9476892709732057,0.05,0.6982441544532776,-0.1035861123800822,199,-0.0117440057006294,-0.0333176390259755
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,1,random,1.0,1.7322764719487167,0.475,-1.8224608782562428,0.3,4.1467084884643555,0.5144654470109443,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,1,random,1.0,1.4552159141749144,0.6,-1.364490443188697,0.5,3.024045705795288,0.6955465130093116,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,1,random,1.0,1.1298994916607623,0.575,-1.254460528211348,0.675,3.867161512374878,0.591499196393488,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,1,random,1.0,1.2994489008560777,0.675,-1.245644570828881,0.625,3.317455291748047,0.7191002369859427,745,0.634440849872635,0.6153448706674932
BLAT_ECOLX_Deng_2012,BLAT_ECOLX,Prokaryote,1,random,1.0,1.3853299860842525,0.6,-1.227600509702461,0.525,3.4326536655426025,0.4619370910772689,760,0.4609069536415703,0.5280743598413592
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,Prokaryote,1,random,1.0,2.0767911836504935,0.3,-2.38747458611615,0.275,2.4763691425323486,0.2307193748263177,704,0.1804600887722164,0.3472077268282595
UBC9_HUMAN_Weile_2017,UBC9_HUMAN,Human,1,random,1.0,1.8949764728546143,0.45,-1.8314301270758733,0.3,2.782371282577514,0.3249942826731415,656,0.4025856463328941,0.472584502940341
AICDA_HUMAN_Gajula_2014_3cycles,AICDA_HUMAN,Human,1,random,1.0,2.035155724395405,0.1818181818181818,-2.8595804795622826,0.1818181818181818,3.240292549133301,0.2307435796283523,209,0.1964487745829886,0.3283841065807374
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,1,orth,-1.0,1.4890583042986691,0.525,-1.326139601774048,0.525,3.613527536392212,0.4806749719286827,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,1,orth,-1.0,2.6754640460014345,0.125,-2.4384994566440583,0.0,1.164497137069702,0.1405380130323523,760,0.0966399431087019,0.0661005878374455
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,1,orth,-1.0,1.5770323478849604,0.45,-1.642010019868394,0.5,3.4456498622894287,0.371481536435445,213,0.4048642719401532,0.5269897702467963
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,1,orth,-1.0,2.853516125679016,0.125,-2.829169774055481,0.0,0.6498231887817383,-0.1285731688746764,199,-0.0117440057006294,-0.0333176390259755
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,1,orth,-1.0,1.7507214376470075,0.425,-1.8704722973692696,0.275,4.144855976104736,0.4845597251585993,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,1,orth,-1.0,1.5047794310376048,0.575,-1.2692973956931382,0.5,2.8688225746154785,0.7137481125851766,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,1,orth,-1.0,1.119783249439206,0.575,-1.2062299217031978,0.7,3.85502815246582,0.6618857542671809,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,1,orth,-1.0,1.3075565336737782,0.7,-1.1072592649899888,0.55,3.3222827911376953,0.7023245285384356,745,0.634440849872635,0.6153448706674932
BLAT_ECOLX_Deng_2012,BLAT_ECOLX,Prokaryote,1,orth,-1.0,1.464245528052561,0.575,-1.2519973099202617,0.45,3.5442426204681396,0.4530689454224778,760,0.4609069536415703,0.5280743598413592
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,Prokaryote,1,orth,-1.0,2.1482310399413107,0.325,-2.317889292910695,0.2,2.3060402870178223,0.2115122464926496,704,0.1804600887722164,0.3472077268282595
UBC9_HUMAN_Weile_2017,UBC9_HUMAN,Human,1,orth,-1.0,1.9557676158845425,0.5,-1.877650782838464,0.275,2.556521415710449,0.296897383122111,656,0.4025856463328941,0.472584502940341
AICDA_HUMAN_Gajula_2014_3cycles,AICDA_HUMAN,Human,1,orth,-1.0,2.1701912771571767,0.2727272727272727,-2.7932947142557665,0.1818181818181818,3.0900635719299316,0.1953159210574156,209,0.1964487745829886,0.3283841065807374
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,1,orth,1.0,1.4811836594715715,0.55,-1.365584385278635,0.5,3.5788447856903076,0.4757894892400486,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,1,orth,1.0,2.678063753247261,0.15,-2.4075177192687987,0.0,1.1746547222137451,0.1355070778023835,760,0.0966399431087019,0.0661005878374455
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,1,orth,1.0,1.5560744228598196,0.475,-1.663097518820723,0.5,3.5793285369873047,0.3978925455325433,213,0.4048642719401532,0.5269897702467963
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,1,orth,1.0,2.6868650913238525,0.125,-2.953673219680786,0.075,0.7437475919723511,-0.0897380843611999,199,-0.0117440057006294,-0.0333176390259755
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,1,orth,1.0,1.730159494234249,0.475,-1.811605012824293,0.3,4.141072750091553,0.5160116783380294,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,1,orth,1.0,1.457024233136326,0.6,-1.3632747482857668,0.5,3.0250179767608643,0.695718468101862,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,1,orth,1.0,1.1280640811659397,0.575,-1.2600718417750614,0.675,3.858730554580689,0.5898515789778087,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,1,orth,1.0,1.3001694468781353,0.675,-1.2448599313851445,0.625,3.3159444332122803,0.7194850852087222,745,0.634440849872635,0.6153448706674932
BLAT_ECOLX_Deng_2012,BLAT_ECOLX,Prokaryote,1,orth,1.0,1.3829684474039825,0.6,-1.230794573808089,0.525,3.4307031631469727,0.4614925684558075,760,0.4609069536415703,0.5280743598413592
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,Prokaryote,1,orth,1.0,2.0747685780748726,0.3,-2.3901018001604823,0.275,2.4859907627105713,0.2310545300466913,704,0.1804600887722164,0.3472077268282595
UBC9_HUMAN_Weile_2017,UBC9_HUMAN,Human,1,orth,1.0,1.8942390400916336,0.45,-1.835749341850169,0.325,2.7721662521362305,0.3270936255843788,656,0.4025856463328941,0.472584502940341
AICDA_HUMAN_Gajula_2014_3cycles,AICDA_HUMAN,Human,1,orth,1.0,2.039587020874023,0.1818181818181818,-2.857020499354059,0.1818181818181818,3.246096134185791,0.2321955004941707,209,0.1964487745829886,0.3283841065807374
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,1,mean,-1.0,2.521531069278717,0.05,-3.342750811576843,0.0,1.313779354095459,-0.0814468878410417,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,1,mean,-1.0,2.414631223678589,0.125,-3.063054046034813,0.0,1.577077031135559,-0.0523651314755141,760,0.0966399431087019,0.0661005878374455
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,1,mean,-1.0,2.5643714129924775,0.05,-3.3832433760166167,0.0,1.213201880455017,-0.2344315578926342,213,0.4048642719401532,0.5269897702467963
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,1,mean,-1.0,2.5308042049407957,0.075,-3.2828455060720443,0.0,1.3049286603927612,-0.0131521242576518,199,-0.0117440057006294,-0.0333176390259755
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,1,mean,-1.0,2.5319486558437347,0.025,-3.4592691391706465,0.0,1.384765863418579,-0.0079566078790919,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,1,mean,-1.0,2.406055521965027,0.125,-3.3479803308844565,0.05,1.6493024826049805,-0.1750298282435333,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,1,mean,-1.0,2.4681964814662933,0.175,-3.0064553201198576,0.0,1.474286437034607,0.1652471743731622,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,1,mean,-1.0,2.469668471813202,0.075,-3.162065637111664,0.0,1.476672887802124,-0.2062754550936886,745,0.634440849872635,0.6153448706674932
BLAT_ECOLX_Deng_2012,BLAT_ECOLX,Prokaryote,1,mean,-1.0,2.5488423228263857,0.05,-3.1699530869722365,0.0,1.174866795539856,0.0877531830925904,760,0.4609069536415703,0.5280743598413592
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,Prokaryote,1,mean,-1.0,2.5082426846027372,0.025,-3.246655967831612,0.0,1.3244625329971311,-0.1856875823701132,704,0.1804600887722164,0.3472077268282595
UBC9_HUMAN_Weile_2017,UBC9_HUMAN,Human,1,mean,-1.0,2.55501304268837,0.1,-3.150588357448578,0.0,1.3353087902069092,-0.1390349747374918,656,0.4025856463328941,0.472584502940341
AICDA_HUMAN_Gajula_2014_3cycles,AICDA_HUMAN,Human,1,mean,-1.0,2.5150026841597124,0.0909090909090909,-3.1935915513472124,0.0,1.4718486070632937,-0.2531934208363522,209,0.1964487745829886,0.3283841065807374
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,1,mean,1.0,1.4926600532606245,0.5,-1.338635309645906,0.4,3.5530636310577393,0.4726344042397935,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,1,mean,1.0,2.660121315717697,0.125,-2.3962492436170577,0.0,1.1903082132339478,0.1405428789104369,760,0.0966399431087019,0.0661005878374455
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,1,mean,1.0,1.5804610127117484,0.475,-1.6070335242082363,0.425,3.518397092819214,0.3898964764870226,213,0.4048642719401532,0.5269897702467963
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,1,mean,1.0,2.845233124494553,0.125,-2.8327588468790053,0.0,0.6702529788017273,-0.1513491700928887,199,-0.0117440057006294,-0.0333176390259755
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,1,mean,1.0,1.7552928338525815,0.475,-1.8679807409629576,0.325,4.211254119873047,0.4994785871358138,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,1,mean,1.0,1.4849131802562625,0.575,-1.2631800155504609,0.475,2.8900201320648193,0.7123437710220253,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,1,mean,1.0,1.1366570329410024,0.55,-1.223948602206292,0.7,3.882362365722656,0.6388940601589969,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,1,mean,1.0,1.3439536727033556,0.7,-1.1459743753308431,0.55,3.3551642894744873,0.7155245526839542,745,0.634440849872635,0.6153448706674932
BLAT_ECOLX_Deng_2012,BLAT_ECOLX,Prokaryote,1,mean,1.0,1.4602908034576103,0.625,-1.2293399254063844,0.425,3.566014528274536,0.4549815599732769,760,0.4609069536415703,0.5280743598413592
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,Prokaryote,1,mean,1.0,2.1420483596622946,0.375,-2.324909562058747,0.225,2.36663556098938,0.2175563556022683,704,0.1804600887722164,0.3472077268282595
UBC9_HUMAN_Weile_2017,UBC9_HUMAN,Human,1,mean,1.0,1.9485844016075131,0.525,-1.8145223839208484,0.3,2.525318384170532,0.3431158283662728,656,0.4025856463328941,0.472584502940341
AICDA_HUMAN_Gajula_2014_3cycles,AICDA_HUMAN,Human,1,mean,1.0,2.1288261196830054,0.2727272727272727,-2.851436388086189,0.1818181818181818,3.1463847160339355,0.2007130931386005,209,0.1964487745829886,0.3283841065807374
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,3,steer,-1.0,1.4771073937416077,0.45,-1.3959053510334345,0.45,3.575979232788086,0.4442537239979578,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,3,steer,-1.0,2.5332335591316224,0.1,-2.464501356333494,0.05,1.3278635740280151,0.079121036530443,760,0.0966399431087019,0.0661005878374455
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,3,steer,-1.0,1.3611698756809347,0.425,-2.02937693354761,0.625,3.568871021270752,0.3940137844936067,213,0.4048642719401532,0.5269897702467963
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,3,steer,-1.0,2.2230294972658156,0.1,-3.2017891608178615,0.4,1.1173981428146362,-0.1070534490634993,199,-0.0117440057006294,-0.0333176390259755
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,3,steer,-1.0,1.6881443002203014,0.4,-2.0584688578856003,0.35,4.254653453826904,0.4566262782761482,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,3,steer,-1.0,1.397644201014191,0.575,-1.3833497517858633,0.55,3.076382637023926,0.677182077644751,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,3,steer,-1.0,1.0547776699881068,0.575,-1.4306049307975628,0.725,3.970622539520264,0.6498164336349748,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,3,steer,-1.0,1.2929930297192187,0.725,-1.2798998835380189,0.6,3.38459849357605,0.7173622239879922,745,0.634440849872635,0.6153448706674932
BLAT_ECOLX_Deng_2012,BLAT_ECOLX,Prokaryote,3,steer,-1.0,1.3320203309878706,0.525,-1.4235247688251549,0.625,3.706385135650635,0.439440750063124,760,0.4609069536415703,0.5280743598413592
RFAH_ECOLI_Tsuboyama_2023_2LCL,RFAH_ECOLI,Prokaryote,3,steer,-1.0,1.8756471378728747,0.225,-2.6025172769615894,0.325,2.8499743938446045,0.1621186212171654,704,0.1804600887722164,0.3472077268282595
UBC9_HUMAN_Weile_2017,UBC9_HUMAN,Human,3,steer,-1.0,1.7183768986724317,0.425,-2.021339616479236,0.375,2.6814770698547363,0.322811241497336,656,0.4025856463328941,0.472584502940341
AICDA_HUMAN_Gajula_2014_3cycles,AICDA_HUMAN,Human,3,steer,-1.0,2.009403185410933,0.2727272727272727,-2.978933731263334,0.2727272727272727,3.099675416946411,0.2211860325786871,209,0.1964487745829886,0.3283841065807374
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,3,steer,0.0,1.468855532258749,0.5,-1.33898720711004,0.5,3.6090354919433594,0.4747425622511257,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,3,steer,0.0,2.634993901848793,0.175,-2.3876567810773848,0.0,1.2388066053390503,0.1804241077469426,760,0.0966399431087019,0.0661005878374455
