dms_id,uniprot,taxon,layer,direction,alpha,mean_entropy,wt_agreement,mean_wt_logprob,frac_confident,score_dispersion,rho,n_var,skill150,skill650
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,15,steer,-1.0,1.6783555292291568,0.325,-2.240027679249761,0.4,4.077661991119385,0.4517469182066331,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,15,steer,-1.0,1.7849614242091776,0.5,-1.7568440072238445,0.375,2.478254556655884,0.4828919673548909,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,15,steer,-1.0,1.3419624725356698,0.425,-1.6459139687231072,0.475,3.8182263374328613,0.5425178583978546,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,15,steer,-1.0,1.3785285920836032,0.6,-1.6150408764835447,0.55,3.1371009349823,0.588698968649714,745,0.634440849872635,0.6153448706674932
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,15,steer,-0.5,1.4657060835510491,0.45,-1.510219013504684,0.5,3.4121315479278564,0.46224697126729547,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,15,steer,-0.5,2.646505880355835,0.125,-2.4264274686574936,0.0,1.2296602725982666,0.13606433018864572,760,0.0966399431087019,0.0661005878374455
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,15,steer,-0.5,1.7235325598623603,0.475,-1.620525945636473,0.4,3.3764965534210205,0.3687423591862514,213,0.4048642719401532,0.5269897702467963
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,15,steer,-0.5,2.837053245306015,0.15,-2.84628641307354,0.0,0.6848898530006409,-0.11344906349931476,199,-0.0117440057006294,-0.0333176390259755
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,15,steer,-0.5,1.728022918041097,0.475,-1.9487390319161932,0.325,4.253884792327881,0.47910891960116386,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,15,steer,-0.5,1.579696816764772,0.6,-1.3454995857318863,0.5,2.703000783920288,0.6836481013047225,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,15,steer,-0.5,1.2336561958480161,0.55,-1.2333732778559352,0.5,3.872134208679199,0.616864665427515,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,15,steer,-0.5,1.4186782310716808,0.65,-1.352354070963338,0.5,3.364154100418091,0.7002846385166293,745,0.634440849872635,0.6153448706674932
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,15,steer,-0.25,1.4530913144350053,0.475,-1.3676728214020841,0.475,3.6130216121673584,0.4689436568861094,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,15,steer,-0.25,2.6458845496177674,0.15,-2.39802023768425,0.0,1.2295936346054077,0.16627298614837593,760,0.0966399431087019,0.0661005878374455
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,15,steer,-0.25,1.5939371119020507,0.475,-1.600146240658796,0.425,3.48169207572937,0.39925359202434635,213,0.4048642719401532,0.5269897702467963
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,15,steer,-0.25,2.8391859889030457,0.125,-2.83377725481987,0.0,0.6741591095924377,-0.1306608801583676,199,-0.0117440057006294,-0.0333176390259755
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,15,steer,-0.25,1.712110082776053,0.475,-1.8723289073277556,0.325,4.264974117279053,0.49491192221645147,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,15,steer,-0.25,1.5146801199764013,0.6,-1.2808908273698763,0.5,2.8191564083099365,0.7123344643352146,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,15,steer,-0.25,1.151077517203521,0.525,-1.20222254291657,0.625,3.8754899501800537,0.637892854998191,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,15,steer,-0.25,1.3549848973751069,0.7,-1.2574221850838512,0.525,3.422499418258667,0.7123697027141072,745,0.634440849872635,0.6153448706674932
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,15,steer,0.0,1.468855532258749,0.5,-1.33898720711004,0.5,3.6090354919433594,0.47474256225112577,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,15,steer,0.0,2.634993901848793,0.175,-2.3876567810773848,0.0,1.2388066053390503,0.18042410774694265,760,0.0966399431087019,0.0661005878374455
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,15,steer,0.0,1.566198803676525,0.475,-1.61852994784349,0.425,3.5228278636932373,0.3925350463944232,213,0.4048642719401532,0.5269897702467963
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,15,steer,0.0,2.8417204201221464,0.125,-2.832038086652756,0.0,0.6723819971084595,-0.14872544540886248,199,-0.0117440057006294,-0.0333176390259755
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,15,steer,0.0,1.7215871661785058,0.475,-1.84922176238033,0.35,4.234576225280762,0.5139818752988817,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,15,steer,0.0,1.4943252659402788,0.575,-1.2630520574282855,0.475,2.888601779937744,0.7090774362563783,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,15,steer,0.0,1.111100505455397,0.6,-1.2072464674012735,0.675,3.874257802963257,0.647262980505408,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,15,steer,0.0,1.3192897741682827,0.7,-1.1905497425002978,0.55,3.400869846343994,0.7107751407956528,745,0.634440849872635,0.6153448706674932
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,15,steer,0.25,1.530962616018951,0.425,-1.4342700126813726,0.475,3.4870948791503906,0.49678557974972676,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,15,steer,0.25,2.638773959875107,0.2,-2.3852968573570252,0.0,1.2175650596618652,0.16935223954772485,760,0.0966399431087019,0.0661005878374455
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,15,steer,0.25,1.57407978476258,0.475,-1.6913615258352366,0.425,3.484388589859009,0.36597027890703754,213,0.4048642719401532,0.5269897702467963
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,15,steer,0.25,2.8483154356479643,0.1,-2.832602286338806,0.0,0.6646225452423096,-0.14173899802040507,199,-0.0117440057006294,-0.0333176390259755
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,15,steer,0.25,1.7282877288293093,0.4,-1.930210674177215,0.325,4.162271499633789,0.5177592159162111,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,15,steer,0.25,1.489783270098269,0.575,-1.317461852915585,0.475,2.934314012527466,0.6981986689064343,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,15,steer,0.25,1.1702534015872517,0.625,-1.2105139303093893,0.7,3.7972664833068848,0.6354269978934703,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,15,steer,0.25,1.3081317437812685,0.65,-1.1676404552068562,0.575,3.339534282684326,0.7048626810696231,745,0.634440849872635,0.6153448706674932
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,15,steer,0.5,1.602616287395358,0.35,-1.821913320198655,0.5,3.3646209239959717,0.5340525501749525,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,15,steer,0.5,2.6736904203891756,0.225,-2.375188109278679,0.0,1.1270712614059448,0.12219070032287016,760,0.0966399431087019,0.0661005878374455
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,15,steer,0.5,1.7609068837016821,0.45,-1.8500028120761272,0.35,3.3377888202667236,0.27721941743178097,213,0.4048642719401532,0.5269897702467963
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,15,steer,0.5,2.858530980348587,0.1,-2.8787455201148986,0.0,0.6612206101417542,-0.15782853662250648,199,-0.0117440057006294,-0.0333176390259755
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,15,steer,0.5,1.9806189307477324,0.275,-2.314714814798208,0.275,3.576570749282837,0.4831498255576776,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,15,steer,0.5,1.6397127131000162,0.6,-1.3911202869610861,0.4,2.6992886066436768,0.6272027334925921,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,15,steer,0.5,1.2781694151693954,0.575,-1.2875527702424734,0.675,3.6266229152679443,0.6312269522023782,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,15,steer,0.5,1.3733184138312935,0.6,-1.2407769731595182,0.575,3.1743695735931396,0.6539903081281592,745,0.634440849872635,0.6153448706674932
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,15,steer,1.0,2.270770348608494,0.2,-2.7515425108373166,0.2,2.0998713970184326,0.4206330245836982,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,15,steer,1.0,2.6093239307403566,0.125,-2.4949964195489884,0.0,1.2576611042022705,0.01591516642259823,760,0.0966399431087019,0.0661005878374455
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,15,steer,1.0,2.2479482904076575,0.2,-2.7833714969456196,0.15,2.147757053375244,0.06447158907313004,213,0.4048642719401532,0.5269897702467963
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,15,steer,1.0,2.8116983234882356,0.1,-2.9336768120527266,0.0,0.7065768837928772,-0.10736104766255519,199,-0.0117440057006294,-0.0333176390259755
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,15,steer,1.0,2.286345161497593,0.15,-3.351453464105725,0.15,2.2409539222717285,0.16505764669465198,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,15,steer,1.0,2.218500807136297,0.2,-3.017572459205985,0.2,1.9945473670959473,0.17072654743031132,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,15,steer,1.0,1.5121527328155935,0.05,-3.524189533738536,0.575,3.0690929889678955,0.1655511886563032,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,15,steer,1.0,1.7065811954438685,0.275,-2.6118443856714295,0.475,2.528709888458252,0.28658574241955503,745,0.634440849872635,0.6153448706674932
CSN4_MOUSE_Tsuboyama_2023_1UFM,CSN4_MOUSE,Eukaryote,15,steer,2.0,2.578296732902527,0.15,-2.8836176835000513,0.05,1.4944990873336792,0.044379895053564836,755,0.5282802434553483,0.3423517289049476
A0A247D711_LISMN_Stadelmann_2021,A0A247D711_LISMN,Prokaryote,15,steer,2.0,2.4971394002437592,0.15,-2.6022696048021317,0.0,1.5189484357833862,-0.06260876125951888,760,0.0966399431087019,0.0661005878374455
MTH3_HAEAE_RockahShmuel_2015,MTH3_HAEAE,Prokaryote,15,steer,2.0,1.8164215795695782,0.05,-4.235078671574593,0.45,2.0200302600860596,-0.026281295228748926,213,0.4048642719401532,0.5269897702467963
Q8WTC7_9CNID_Somermeyer_2022,Q8WTC7_9CNID,Eukaryote,15,steer,2.0,2.5951448678970337,0.125,-2.9990904569625854,0.0,1.0021812915802002,-0.13467793513019646,199,-0.0117440057006294,-0.0333176390259755
MET_HUMAN_Estevam_2023,MET_HUMAN,Human,15,steer,2.0,1.1391002625226974,0.05,-5.242331196367741,0.875,2.864351987838745,-0.07574690085023267,754,0.5421480254201447,0.5899318511170537
CBX4_HUMAN_Tsuboyama_2023_2K28,CBX4_HUMAN,Human,15,steer,2.0,2.4913660287857056,0.125,-3.116664192080498,0.025,1.4943779706954956,-0.23041869971968756,727,0.6797949287385209,0.6721421993244779
RASK_HUMAN_Weng_2022_binding-DARPin_K55,RASK_HUMAN,Human,15,steer,2.0,1.0523998170159756,0.175,-4.4826694979448805,0.75,3.133089780807495,0.17636952976723214,677,0.5678902129354267,0.5601983068292345
DNJA1_HUMAN_Tsuboyama_2023_2LO1,DNJA1_HUMAN,Human,15,steer,2.0,1.9765498623251916,0.225,-3.0666570402681828,0.225,2.627819061279297,-0.1575381322164483,745,0.634440849872635,0.6153448706674932
