wid,arm,genome,contig,start,gc,L,span_start,placement,cds_frac,exact,tok_acc,nt_acc,max_run_nt,logp_true
1,nocopy,NZ_FOSL01000003.1,NZ_FOSL01000003.1,310680,0.6023,10,317,incopy,,0,0.0,0.2,2,-8.3742
1,nocopy,NZ_FOSL01000003.1,NZ_FOSL01000003.1,310680,0.6023,10,357,incopy,,0,0.0,0.31666666666666665,2,-8.4201
1,nocopy,NZ_FOSL01000003.1,NZ_FOSL01000003.1,310680,0.6023,10,313,incopy,,0,0.0,0.21666666666666667,3,-8.1605
1,nocopy,NZ_FOSL01000003.1,NZ_FOSL01000003.1,310680,0.6023,10,359,incopy,,0,0.0,0.23333333333333334,2,-8.7741
1,nocopy,NZ_FOSL01000003.1,NZ_FOSL01000003.1,310680,0.6023,10,321,incopy,,0,0.0,0.23333333333333334,3,-8.4778
1,nocopy,NZ_FOSL01000003.1,NZ_FOSL01000003.1,310680,0.6023,10,343,incopy,,0,0.0,0.3,2,-8.2309
1,nocopy,NZ_FOSL01000003.1,NZ_FOSL01000003.1,310680,0.6023,20,340,incopy,,0,0.0,0.31666666666666665,4,-8.4097
1,nocopy,NZ_FOSL01000003.1,NZ_FOSL01000003.1,310680,0.6023,20,355,incopy,,0,0.0,0.31666666666666665,3,-8.4289
1,nocopy,NZ_FOSL01000003.1,NZ_FOSL01000003.1,310680,0.6023,20,364,incopy,,0,0.05,0.3333333333333333,8,-8.0837
1,nocopy,NZ_FOSL01000003.1,NZ_FOSL01000003.1,310680,0.6023,20,310,incopy,,0,0.0,0.25833333333333336,4,-8.2271
1,nocopy,NZ_FOSL01000003.1,NZ_FOSL01000003.1,310680,0.6023,20,351,incopy,,0,0.0,0.3416666666666667,4,-8.2618
1,nocopy,NZ_FOSL01000003.1,NZ_FOSL01000003.1,310680,0.6023,20,364,incopy,,0,0.05,0.3333333333333333,8,-8.0837
2,copy,CP002279,CP002279,3435750,0.6513,1,338,incopy,,1,1.0,1.0,6,-0.1358
2,copy,CP002279,CP002279,3435750,0.6513,1,391,incopy,,1,1.0,1.0,6,-0.3138
2,copy,CP002279,CP002279,3435750,0.6513,1,324,incopy,,1,1.0,1.0,6,-0.0595
2,copy,CP002279,CP002279,3435750,0.6513,1,319,incopy,,1,1.0,1.0,6,-0.3191
2,copy,CP002279,CP002279,3435750,0.6513,1,318,incopy,,1,1.0,1.0,6,-0.3303
2,copy,CP002279,CP002279,3435750,0.6513,1,307,incopy,,1,1.0,1.0,6,-0.1544
2,copy,CP002279,CP002279,3435750,0.6513,2,395,incopy,,1,1.0,1.0,12,-0.0656
2,copy,CP002279,CP002279,3435750,0.6513,2,334,incopy,,1,1.0,1.0,12,-0.4847
2,copy,CP002279,CP002279,3435750,0.6513,2,342,incopy,,1,1.0,1.0,12,-0.2156
2,copy,CP002279,CP002279,3435750,0.6513,2,380,incopy,,1,1.0,1.0,12,-0.1084
2,copy,CP002279,CP002279,3435750,0.6513,2,312,incopy,,1,1.0,1.0,12,-0.3171
2,copy,CP002279,CP002279,3435750,0.6513,2,334,incopy,,1,1.0,1.0,12,-0.4847
2,copy,CP002279,CP002279,3435750,0.6513,5,375,incopy,,1,1.0,1.0,30,-0.3028
2,copy,CP002279,CP002279,3435750,0.6513,5,345,incopy,,1,1.0,1.0,30,-0.5985
2,copy,CP002279,CP002279,3435750,0.6513,5,302,incopy,,0,0.8,0.8333333333333334,12,-0.6543
2,copy,CP002279,CP002279,3435750,0.6513,5,364,incopy,,0,0.8,0.9333333333333333,19,-0.585
2,copy,CP002279,CP002279,3435750,0.6513,5,353,incopy,,1,1.0,1.0,30,-0.1842
2,copy,CP002279,CP002279,3435750,0.6513,5,369,incopy,,0,0.6,0.6,12,-0.9882
2,copy,CP002279,CP002279,3435750,0.6513,10,342,incopy,,0,0.6,0.7833333333333333,18,-1.8124
2,copy,CP002279,CP002279,3435750,0.6513,10,342,incopy,,0,0.6,0.7833333333333333,18,-1.8125
2,copy,CP002279,CP002279,3435750,0.6513,10,334,incopy,,0,0.2,0.5333333333333333,6,-5.2423
2,copy,CP002279,CP002279,3435750,0.6513,10,364,incopy,,0,0.4,0.48333333333333334,18,-4.3151
2,copy,CP002279,CP002279,3435750,0.6513,10,315,incopy,,0,0.6,0.7833333333333333,19,-1.4853
2,copy,CP002279,CP002279,3435750,0.6513,10,320,incopy,,0,0.4,0.6666666666666666,16,-3.1716
2,copy,CP002279,CP002279,3435750,0.6513,20,315,incopy,,0,0.25,0.475,12,-5.2859
2,copy,CP002279,CP002279,3435750,0.6513,20,314,incopy,,0,0.2,0.5083333333333333,18,-5.623
2,copy,CP002279,CP002279,3435750,0.6513,20,335,incopy,,0,0.25,0.5083333333333333,14,-6.0406
2,copy,CP002279,CP002279,3435750,0.6513,20,344,incopy,,0,0.25,0.575,19,-5.6031
2,copy,CP002279,CP002279,3435750,0.6513,20,335,incopy,,0,0.25,0.5083333333333333,14,-6.0406
2,copy,CP002279,CP002279,3435750,0.6513,20,362,incopy,,0,0.25,0.4666666666666667,18,-6.6428
3,nocopy,CP002279,CP002279,3435750,0.6513,1,338,incopy,,0,0.0,0.3333333333333333,2,-7.4694
3,nocopy,CP002279,CP002279,3435750,0.6513,1,391,incopy,,0,0.0,0.6666666666666666,4,-5.2004
3,nocopy,CP002279,CP002279,3435750,0.6513,1,324,incopy,,0,0.0,0.5,2,-5.9561
3,nocopy,CP002279,CP002279,3435750,0.6513,1,319,incopy,,0,0.0,0.3333333333333333,2,-8.9575
3,nocopy,CP002279,CP002279,3435750,0.6513,1,318,incopy,,0,0.0,0.5,2,-8.2138
3,nocopy,CP002279,CP002279,3435750,0.6513,1,307,incopy,,0,0.0,0.5,3,-8.0544
3,nocopy,CP002279,CP002279,3435750,0.6513,2,395,incopy,,0,0.0,0.25,2,-7.1496
3,nocopy,CP002279,CP002279,3435750,0.6513,2,334,incopy,,0,0.0,0.08333333333333333,1,-9.1838
3,nocopy,CP002279,CP002279,3435750,0.6513,2,342,incopy,,0,0.0,0.4166666666666667,3,-5.7203
3,nocopy,CP002279,CP002279,3435750,0.6513,2,380,incopy,,0,0.0,0.4166666666666667,2,-6.345
3,nocopy,CP002279,CP002279,3435750,0.6513,2,312,incopy,,0,0.0,0.4166666666666667,2,-8.2006
3,nocopy,CP002279,CP002279,3435750,0.6513,2,334,incopy,,0,0.0,0.08333333333333333,1,-9.1838
3,nocopy,CP002279,CP002279,3435750,0.6513,5,375,incopy,,0,0.0,0.4,3,-8.2965
3,nocopy,CP002279,CP002279,3435750,0.6513,5,345,incopy,,0,0.0,0.4,2,-8.7907
3,nocopy,CP002279,CP002279,3435750,0.6513,5,302,incopy,,0,0.0,0.26666666666666666,2,-7.961
3,nocopy,CP002279,CP002279,3435750,0.6513,5,364,incopy,,0,0.0,0.43333333333333335,5,-6.9223
3,nocopy,CP002279,CP002279,3435750,0.6513,5,353,incopy,,0,0.0,0.26666666666666666,2,-7.3816
3,nocopy,CP002279,CP002279,3435750,0.6513,5,369,incopy,,0,0.0,0.4666666666666667,5,-6.7012
3,nocopy,CP002279,CP002279,3435750,0.6513,10,342,incopy,,0,0.0,0.4666666666666667,3,-7.8798
3,nocopy,CP002279,CP002279,3435750,0.6513,10,342,incopy,,0,0.0,0.4666666666666667,3,-7.8798
3,nocopy,CP002279,CP002279,3435750,0.6513,10,334,incopy,,0,0.0,0.35,3,-6.8272
3,nocopy,CP002279,CP002279,3435750,0.6513,10,364,incopy,,0,0.0,0.4166666666666667,5,-6.9504
3,nocopy,CP002279,CP002279,3435750,0.6513,10,315,incopy,,0,0.0,0.3333333333333333,3,-7.7209
3,nocopy,CP002279,CP002279,3435750,0.6513,10,320,incopy,,0,0.0,0.31666666666666665,3,-7.1538
3,nocopy,CP002279,CP002279,3435750,0.6513,20,315,incopy,,0,0.0,0.30833333333333335,4,-7.5892
3,nocopy,CP002279,CP002279,3435750,0.6513,20,314,incopy,,0,0.0,0.2916666666666667,3,-7.465
3,nocopy,CP002279,CP002279,3435750,0.6513,20,335,incopy,,0,0.0,0.425,5,-7.2297
3,nocopy,CP002279,CP002279,3435750,0.6513,20,344,incopy,,0,0.0,0.31666666666666665,5,-7.2332
3,nocopy,CP002279,CP002279,3435750,0.6513,20,335,incopy,,0,0.0,0.425,5,-7.2297
3,nocopy,CP002279,CP002279,3435750,0.6513,20,362,incopy,,0,0.0,0.31666666666666665,5,-7.1171
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,1,336,incopy,,1,1.0,1.0,6,-0.342
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,1,362,incopy,,1,1.0,1.0,6,-0.1153
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,1,321,incopy,,1,1.0,1.0,6,-0.1336
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,1,365,incopy,,1,1.0,1.0,6,-0.2828
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,1,372,incopy,,1,1.0,1.0,6,-0.3929
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,1,370,incopy,,1,1.0,1.0,6,-0.6093
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,2,384,incopy,,1,1.0,1.0,12,-0.7994
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,2,388,incopy,,1,1.0,1.0,12,-0.3376
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,2,384,incopy,,1,1.0,1.0,12,-0.7994
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,2,352,incopy,,1,1.0,1.0,12,-0.3576
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,2,395,incopy,,1,1.0,1.0,12,-0.4103
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,2,315,incopy,,1,1.0,1.0,12,-0.1865
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,5,371,incopy,,1,1.0,1.0,30,-0.4537
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,5,368,incopy,,0,0.6,0.6333333333333333,12,-1.8738
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,5,382,incopy,,0,0.6,0.6666666666666666,12,-1.5728
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,5,345,incopy,,1,1.0,1.0,30,-0.4718
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,5,343,incopy,,0,0.8,0.8666666666666667,13,-0.9084
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,5,339,incopy,,0,0.8,0.9666666666666667,23,-0.7645
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,10,373,incopy,,0,0.4,0.7,15,-2.5806
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,10,328,incopy,,0,0.4,0.65,13,-3.77
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,10,320,incopy,,0,0.5,0.6666666666666666,19,-3.2204
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,10,346,incopy,,0,0.3,0.5333333333333333,12,-4.3274
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,10,315,incopy,,0,0.5,0.7166666666666667,19,-3.9803
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,10,331,incopy,,0,0.6,0.7666666666666667,12,-2.263
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,20,354,incopy,,0,0.1,0.4,6,-5.4474
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,20,313,incopy,,0,0.25,0.4583333333333333,24,-6.1896
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,20,377,incopy,,0,0.1,0.3416666666666667,10,-7.2697
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,20,332,incopy,,0,0.3,0.5583333333333333,21,-4.4355
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,20,338,incopy,,0,0.25,0.475,12,-5.1919
4,copy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,20,352,incopy,,0,0.2,0.5,8,-5.9472
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,1,336,incopy,,0,0.0,0.6666666666666666,3,-7.7874
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,1,362,incopy,,0,0.0,0.16666666666666666,1,-10.0766
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,1,321,incopy,,0,0.0,0.6666666666666666,2,-6.9316
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,1,365,incopy,,0,0.0,0.5,3,-7.1717
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,1,372,incopy,,0,0.0,0.16666666666666666,1,-6.9884
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,1,370,incopy,,0,0.0,0.16666666666666666,1,-7.4694
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,2,384,incopy,,0,0.0,0.3333333333333333,3,-8.103
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,2,388,incopy,,0,0.0,0.4166666666666667,3,-7.8639
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,2,384,incopy,,0,0.0,0.3333333333333333,3,-8.103
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,2,352,incopy,,0,0.0,0.25,2,-9.2343
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,2,395,incopy,,0,0.0,0.3333333333333333,2,-7.7014
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,2,315,incopy,,0,0.0,0.25,1,-9.9509
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,5,371,incopy,,0,0.0,0.4666666666666667,3,-8.0904
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,5,368,incopy,,0,0.0,0.4,4,-7.3534
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,5,382,incopy,,0,0.0,0.23333333333333334,3,-7.1762
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,5,345,incopy,,0,0.0,0.3333333333333333,3,-8.4286
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,5,343,incopy,,0,0.0,0.26666666666666666,2,-8.3813
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,5,339,incopy,,0,0.0,0.2,3,-8.2833
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,10,373,incopy,,0,0.0,0.21666666666666667,2,-8.5299
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,10,328,incopy,,0,0.0,0.4666666666666667,5,-7.1958
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,10,320,incopy,,0,0.0,0.31666666666666665,3,-7.2527
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,10,346,incopy,,0,0.0,0.2833333333333333,2,-8.0938
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,10,315,incopy,,0,0.0,0.3333333333333333,3,-7.8732
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,10,331,incopy,,0,0.0,0.35,3,-7.7836
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,20,354,incopy,,0,0.0,0.36666666666666664,4,-7.424
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,20,313,incopy,,0,0.0,0.31666666666666665,4,-7.5893
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,20,377,incopy,,0,0.0,0.3,3,-7.7249
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,20,332,incopy,,0,0.0,0.3,3,-7.9847
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,20,338,incopy,,0,0.0,0.3,3,-8.0145
5,nocopy,NZ_FOSL01000001.1,NZ_FOSL01000001.1,373068,0.6207,20,352,incopy,,0,0.0,0.3,4,-7.6402
6,copy,CP002279,CP002279,1017942,0.6283,1,360,incopy,,1,1.0,1.0,6,-0.094
6,copy,CP002279,CP002279,1017942,0.6283,1,317,incopy,,1,1.0,1.0,6,-0.0347
6,copy,CP002279,CP002279,1017942,0.6283,1,371,incopy,,1,1.0,1.0,6,-0.2633
6,copy,CP002279,CP002279,1017942,0.6283,1,366,incopy,,1,1.0,1.0,6,-0.1288
6,copy,CP002279,CP002279,1017942,0.6283,1,320,incopy,,1,1.0,1.0,6,-0.253
6,copy,CP002279,CP002279,1017942,0.6283,1,325,incopy,,1,1.0,1.0,6,-0.0422
6,copy,CP002279,CP002279,1017942,0.6283,2,389,incopy,,1,1.0,1.0,12,-0.2601
6,copy,CP002279,CP002279,1017942,0.6283,2,306,incopy,,1,1.0,1.0,12,-0.2704
6,copy,CP002279,CP002279,1017942,0.6283,2,351,incopy,,1,1.0,1.0,12,-0.1366
6,copy,CP002279,CP002279,1017942,0.6283,2,385,incopy,,1,1.0,1.0,12,-0.193
6,copy,CP002279,CP002279,1017942,0.6283,2,329,incopy,,1,1.0,1.0,12,-0.0536
6,copy,CP002279,CP002279,1017942,0.6283,2,331,incopy,,1,1.0,1.0,12,-0.0474
6,copy,CP002279,CP002279,1017942,0.6283,5,380,incopy,,0,0.8,0.8333333333333334,12,-0.6659
6,copy,CP002279,CP002279,1017942,0.6283,5,305,incopy,,0,0.8,0.9,18,-0.9371
6,copy,CP002279,CP002279,1017942,0.6283,5,337,incopy,,1,1.0,1.0,30,-0.2467
6,copy,CP002279,CP002279,1017942,0.6283,5,333,incopy,,1,1.0,1.0,30,-0.4058
6,copy,CP002279,CP002279,1017942,0.6283,5,366,incopy,,0,0.8,0.8333333333333334,13,-1.3698
6,copy,CP002279,CP002279,1017942,0.6283,5,363,incopy,,0,0.8,0.9,18,-0.8308
6,copy,CP002279,CP002279,1017942,0.6283,10,371,incopy,,0,0.4,0.5833333333333334,13,-3.8813
6,copy,CP002279,CP002279,1017942,0.6283,10,335,incopy,,0,0.5,0.65,18,-3.666
6,copy,CP002279,CP002279,1017942,0.6283,10,336,incopy,,0,0.5,0.6833333333333333,26,-3.9808
6,copy,CP002279,CP002279,1017942,0.6283,10,365,incopy,,0,0.4,0.6666666666666666,12,-3.128
6,copy,CP002279,CP002279,1017942,0.6283,10,374,incopy,,0,0.4,0.7,14,-4.0411
6,copy,CP002279,CP002279,1017942,0.6283,10,372,incopy,,0,0.4,0.5666666666666667,14,-3.236
6,copy,CP002279,CP002279,1017942,0.6283,20,328,incopy,,0,0.25,0.475,18,-6.5355
6,copy,CP002279,CP002279,1017942,0.6283,20,375,incopy,,0,0.25,0.525,18,-5.5917
6,copy,CP002279,CP002279,1017942,0.6283,20,354,incopy,,0,0.25,0.5166666666666667,12,-4.9505
6,copy,CP002279,CP002279,1017942,0.6283,20,302,incopy,,0,0.1,0.36666666666666664,12,-6.9804
6,copy,CP002279,CP002279,1017942,0.6283,20,337,incopy,,0,0.4,0.6666666666666666,29,-4.4055
6,copy,CP002279,CP002279,1017942,0.6283,20,327,incopy,,0,0.2,0.5,13,-6.1747
7,nocopy,CP002279,CP002279,1017942,0.6283,1,360,incopy,,0,0.0,0.16666666666666666,1,-9.9362
7,nocopy,CP002279,CP002279,1017942,0.6283,1,317,incopy,,0,0.0,0.16666666666666666,1,-8.7581
7,nocopy,CP002279,CP002279,1017942,0.6283,1,371,incopy,,0,0.0,0.3333333333333333,2,-10.0134
7,nocopy,CP002279,CP002279,1017942,0.6283,1,366,incopy,,0,0.0,0.0,0,-8.3453
7,nocopy,CP002279,CP002279,1017942,0.6283,1,320,incopy,,0,0.0,0.16666666666666666,1,-9.7451
7,nocopy,CP002279,CP002279,1017942,0.6283,1,325,incopy,,0,0.0,0.3333333333333333,1,-7.2784
7,nocopy,CP002279,CP002279,1017942,0.6283,2,389,incopy,,0,0.0,0.3333333333333333,1,-8.4597
