attenuation_ceiling,context,dms_id,n,nt_between_sd,nt_model,organism,rho_esm,rho_nt,rho_nt_codon_marginalised,syn_within_sd,target_len
0.9260241677956623,cds,BLAT_ECOLX_Deng_2012,4996,1.891115665435791,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Escherichia coli,0.5280750753668453,-0.06704268848580948,-0.06362541178233853,0.7138285077953355,286
0.9247924234571326,cds,BLAT_ECOLX_Firnberg_2014,4783,1.7516573667526245,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Escherichia coli,0.7371012054377497,0.019606896192052643,0.026957348250384584,0.6664566523873748,286
0.9454368227432134,cds,BLAT_ECOLX_Firnberg_2014,4783,1.5258347988128662,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Escherichia coli,0.7371012054377497,0.036192410325757665,0.032057059687575315,0.49712534699695077,286
0.9200535703478796,cds,BLAT_ECOLX_Firnberg_2014,4783,1.1635311841964722,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Escherichia coli,0.7371012054377497,-0.007147271221250069,0.002032812021643287,0.4558628874579488,286
0.9222147565047055,cds,BLAT_ECOLX_Firnberg_2014,4783,1.8718775510787964,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Escherichia coli,0.7371012054377497,-0.0778836881418703,-0.06941790419593288,0.7238140303533053,286
0.9280834426504503,cds,BLAT_ECOLX_Stiffler_2015,4996,1.7619354724884033,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Escherichia coli,0.7314910900551103,0.022037782233436692,0.032218178851304846,0.6560959493683092,286
0.9475607237138598,cds,BLAT_ECOLX_Stiffler_2015,4996,1.533461570739746,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Escherichia coli,0.7314910900551103,0.04750125801394907,0.040035876875151644,0.4900571672819673,286
0.9234477026589439,cds,BLAT_ECOLX_Stiffler_2015,4996,1.177101492881775,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Escherichia coli,0.7314910900551103,0.0004263939360818329,0.009539361241559501,0.4516824495191953,286
0.9260241677956623,cds,BLAT_ECOLX_Stiffler_2015,4996,1.891115665435791,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Escherichia coli,0.7314910900551103,-0.0859580524281378,-0.0791067387100036,0.7138285077953355,286
0.9158881717752664,cds,CALM1_HUMAN_Weile_2017,1813,2.5364346504211426,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Homo sapiens,0.21161860375234082,-0.0361360639222842,-0.01550027083111655,1.0182098451788886,149
0.9038454094947451,cds,CALM1_HUMAN_Weile_2017,1813,2.3711912631988525,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Homo sapiens,0.21161860375234082,-0.01562702320984895,-0.008807420630680088,1.0145359434685228,149
0.8964834938190919,cds,CALM1_HUMAN_Weile_2017,1813,1.8355070352554321,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Homo sapiens,0.21161860375234082,-0.015257168692912736,-0.01022060816465291,0.8132711937930759,149
0.9107579654493668,cds,CALM1_HUMAN_Weile_2017,1813,2.276113271713257,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Homo sapiens,0.21161860375234082,-0.01459410992825577,-0.017404743142537312,0.9398995504408549,149
0.9048238363829672,cds,CCDB_ECOLI_Tripathi_2016,1663,1.4204118251800537,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Escherichia coli,0.5114693109007279,0.06158661972576415,0.03329260296021597,0.6047916483998991,101
0.9019658432003147,cds,CCDB_ECOLI_Tripathi_2016,1663,1.3341673612594604,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Escherichia coli,0.5114693109007279,0.028025464129433915,-0.03934437183241505,0.5761033193550873,101
0.9009682014025064,cds,CCDB_ECOLI_Tripathi_2016,1663,1.5521072149276733,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Escherichia coli,0.5114693109007279,0.025452700665703983,-0.046355107997664124,0.6734362300383868,101
0.9094906310400768,cds,CCDB_ECOLI_Tripathi_2016,1663,1.6493115425109863,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Escherichia coli,0.5114693109007279,0.06024967601796042,0.03028493432155414,0.6856590817634562,101
0.9217865589228704,cds,DYR_ECOLI_Thompson_plusLon_2019,2363,2.045386791229248,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Escherichia coli,0.4800274624687618,-0.07614241674428453,-0.07986430087370823,0.7929918421571429,159
0.9364058548896326,cds,DYR_ECOLI_Thompson_plusLon_2019,2363,1.545186996459961,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Escherichia coli,0.4800274624687618,-0.17579696344063428,-0.1802351618430173,0.5422353223055858,159
0.8897590368141665,cds,DYR_ECOLI_Thompson_plusLon_2019,2363,1.113593339920044,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Escherichia coli,0.4800274624687618,-0.015191935230739705,-0.014123310674855458,0.5082780321247915,159
0.911698091591522,cds,DYR_ECOLI_Thompson_plusLon_2019,2363,1.7521477937698364,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Escherichia coli,0.4800274624687618,0.011433994078346063,0.01808574884574225,0.7198888289390561,159
0.910278286129014,cds,ESTA_BACSU_Nutschel_2020,2172,1.6301478147506714,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Bacillus subtilis,0.2995253904070948,-0.032787364436954375,-0.04377476657286261,0.6748761587652324,212
0.9306092008391676,cds,ESTA_BACSU_Nutschel_2020,2172,1.3782206773757935,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Bacillus subtilis,0.2995253904070948,0.0004216764024073015,0.00024861600296738866,0.5044485659223807,212
0.9200728178786198,cds,ESTA_BACSU_Nutschel_2020,2172,1.2808823585510254,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Bacillus subtilis,0.2995253904070948,-0.06148616480354174,-0.04813165343428325,0.5017823081552656,212
0.9156136775591872,cds,ESTA_BACSU_Nutschel_2020,2172,1.6865650415420532,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Bacillus subtilis,0.2995253904070948,-0.057666933854034985,-0.05132985407177229,0.6780989770080746,212
0.9279832271673715,cds,IF1_ECOLI_Kelsic_2016,1367,1.9893120527267456,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Escherichia coli,0.5986825036964848,0.06512984041714708,0.06777707122905895,0.7412613695435432,72
0.9106420655414367,cds,IF1_ECOLI_Kelsic_2016,1367,1.6728801727294922,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Escherichia coli,0.5986825036964848,0.08586529210811318,0.11470493351246368,0.6912275862390758,72
0.9229158993741544,cds,IF1_ECOLI_Kelsic_2016,1367,1.543654203414917,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Escherichia coli,0.5986825036964848,0.09079310549406079,0.09276851036855138,0.5943093595717337,72
0.9206715842684781,cds,IF1_ECOLI_Kelsic_2016,1367,1.8308804035186768,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Escherichia coli,0.5986825036964848,0.06532794085936813,0.08897645155551877,0.7146623818101273,72
0.9083575210039562,cds,KKA2_KLEPN_Melnikov_2014,4960,2.165841817855835,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Klebsiella pneumoniae,0.6014361671109447,-0.029160538043798992,-0.048981551998349755,0.905743069301541,264
0.927579611869796,cds,KKA2_KLEPN_Melnikov_2014,4960,1.6594852209091187,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Klebsiella pneumoniae,0.6014361671109447,-0.013674806761832695,-0.004318216855478976,0.6200261050966043,264
0.8630450322960513,cds,KKA2_KLEPN_Melnikov_2014,4960,1.4270113706588745,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Klebsiella pneumoniae,0.6014361671109447,0.013346317041543895,0.006925700751009275,0.7208219529928277,264
0.9088314101902552,cds,KKA2_KLEPN_Melnikov_2014,4960,1.9902431964874268,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Klebsiella pneumoniae,0.6014361671109447,0.0020705797829414945,0.0040328919154742045,0.8302570135892335,264
0.9315468371130643,cds,MK01_HUMAN_Brenan_2016,6809,2.1776793003082275,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Homo sapiens,0.1781804037602873,-0.015901180991001497,-0.02049979369971065,0.7918506992888401,360
0.9306101944300484,cds,MK01_HUMAN_Brenan_2016,6809,1.9673964977264404,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Homo sapiens,0.1781804037602873,-0.035383909753934115,-0.04475597379988954,0.7200904094620046,360
0.917852078102262,cds,MK01_HUMAN_Brenan_2016,6809,1.7504663467407227,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Homo sapiens,0.1781804037602873,-0.03847939649983156,-0.04516358235020761,0.6947996807547951,360
0.9606633133775407,cds,MK01_HUMAN_Brenan_2016,6809,2.312934637069702,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Homo sapiens,0.1781804037602873,0.14825875730203947,0.148345210066992,0.6423382130834007,360
0.9176495357637738,cds,NUD15_HUMAN_Suiter_2020,2844,2.2937049865722656,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Homo sapiens,0.5255911402272375,-0.004810763067579903,-0.029996453014265054,0.9114969178457007,164
0.8794120901919977,cds,NUD15_HUMAN_Suiter_2020,2844,1.7623291015625,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Homo sapiens,0.5255911402272375,0.026322980230943437,0.0024139092074096737,0.838976709524131,164
0.9043679594663208,cds,NUD15_HUMAN_Suiter_2020,2844,1.777132272720337,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Homo sapiens,0.5255911402272375,0.0001866993019066638,-0.019352456325048045,0.7583975092285915,164
0.9027996481582351,cds,NUD15_HUMAN_Suiter_2020,2844,2.015326738357544,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Homo sapiens,0.5255911402272375,-0.013390912947277496,-0.022471706721237727,0.8667142093032202,164
0.90485979566722,cds,PTEN_HUMAN_Matreyek_2021,5083,1.9691917896270752,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Homo sapiens,0.4650303765193299,-0.006415457924846942,0.00807880379335169,0.8383040494992673,403
0.9005608575374593,cds,PTEN_HUMAN_Matreyek_2021,5083,1.6798557043075562,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Homo sapiens,0.4650303765193299,0.019580277105137076,0.019168431735098447,0.7302836103842534,403
0.9027845972304424,cds,PTEN_HUMAN_Matreyek_2021,5083,1.5502970218658447,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Homo sapiens,0.4650303765193299,0.02062844520210992,0.01376649567317063,0.6667718652231359,403
0.9055432279349599,cds,PTEN_HUMAN_Matreyek_2021,5083,1.8504983186721802,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Homo sapiens,0.4650303765193299,-0.013372567945093677,-0.016248920422554314,0.7850813263938924,403
0.906287438716082,cds,PTEN_HUMAN_Mighell_2018,7260,1.9294887781143188,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Homo sapiens,0.5185316521668099,-0.013749850861878542,-0.020031637502185583,0.8155213854856576,403
0.9009538995137986,cds,PTEN_HUMAN_Mighell_2018,7260,1.6756142377853394,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Homo sapiens,0.5185316521668099,-0.014121950296511063,-0.023999833363780233,0.7270738502530386,403
0.8990630587233033,cds,PTEN_HUMAN_Mighell_2018,7260,1.5270777940750122,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Homo sapiens,0.5185316521668099,-0.02537572856127609,-0.039893146494714975,0.6685839163171232,403
0.90958794108116,cds,PTEN_HUMAN_Mighell_2018,7260,1.854846715927124,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Homo sapiens,0.5185316521668099,-0.0349787723890017,-0.041750744763944914,0.7707100760471413,403
0.9041165635519993,cds,R1AB_SARS2_Flynn_growth_2022,5725,2.2258377075195312,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,SARS-COV2,0.10475670561801416,0.06525493149085297,0.06911095365465429,0.9510690659550872,306
0.878375546651642,cds,R1AB_SARS2_Flynn_growth_2022,5725,1.934923768043518,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,SARS-COV2,0.10475670561801416,0.05650665912966439,0.04085786307925846,0.9248376956876565,306
0.8695944544483336,cds,R1AB_SARS2_Flynn_growth_2022,5725,1.5830137729644775,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,SARS-COV2,0.10475670561801416,0.031433014470007584,0.018604886581909817,0.7816393757457657,306
0.901903265728741,cds,R1AB_SARS2_Flynn_growth_2022,5725,2.0610835552215576,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,SARS-COV2,0.10475670561801416,0.05110974842065597,0.06029625712873294,0.8902604599953929,306
0.8947635053852365,cds,RASH_HUMAN_Bandaru_2017,3134,2.2233216762542725,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Homo sapiens,0.4975785612980777,-0.06138402423992435,-0.09258220346240623,0.9928028027635649,189
0.8929958145909536,cds,RASH_HUMAN_Bandaru_2017,3134,1.8016347885131836,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Homo sapiens,0.4975785612980777,0.025295175417212247,0.009288600197723424,0.8108527028438143,189
0.8205710272377731,cds,RASH_HUMAN_Bandaru_2017,3134,1.7122812271118164,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Homo sapiens,0.4975785612980777,-0.0065651341128162765,-0.04233387222834484,0.9786450283237256,189
0.8690995087343333,cds,RASH_HUMAN_Bandaru_2017,3134,1.9807943105697632,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Homo sapiens,0.4975785612980777,0.07664571567829571,0.054558859134832965,0.9797747203352796,189
0.8801137549549839,cds,RL401_YEAST_Mavor_2016,1253,2.389113187789917,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Saccharomyces cerevisiae S288C,0.5178520925871772,-0.047042304564019144,-0.06819406447089482,1.1342622227402361,128
0.8636208168576063,cds,RL401_YEAST_Mavor_2016,1253,1.9347093105316162,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Saccharomyces cerevisiae S288C,0.5178520925871772,-0.08637547448881686,-0.11800232132509027,0.9753680840851044,128
0.8606123431631933,cds,RL401_YEAST_Mavor_2016,1253,1.815802812576294,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Saccharomyces cerevisiae S288C,0.5178520925871772,-0.05821660369858989,-0.09304200004299083,0.9247168941421067,128
0.8800237254831441,cds,RL401_YEAST_Mavor_2016,1253,1.9202165603637695,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Saccharomyces cerevisiae S288C,0.5178520925871772,0.002767786972010092,-0.019375845893327238,0.9119679207266186,128
0.8865934252825219,cds,RL401_YEAST_Roscoe_2014,1380,2.3848299980163574,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Saccharomyces cerevisiae S288C,0.5300172230531615,-0.14569529490040875,-0.188300656852212,1.1031020734486578,128
0.8704525261685062,cds,RL401_YEAST_Roscoe_2014,1380,1.9323396682739258,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Saccharomyces cerevisiae S288C,0.5300172230531615,-0.1203865092483702,-0.15926155609843723,0.9511987890394833,128
0.8697490702966392,cds,RL401_YEAST_Roscoe_2014,1380,1.8257176876068115,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Saccharomyces cerevisiae S288C,0.5300172230531615,-0.11046449276922402,-0.1418273897069022,0.9009811438414255,128
0.8851960101350919,cds,RL401_YEAST_Roscoe_2014,1380,1.9095871448516846,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Saccharomyces cerevisiae S288C,0.5300172230531615,-0.05617054080533042,-0.06242703478036676,0.888374796949759,128
0.9015822010023584,cds,SUMO1_HUMAN_Weile_2017,1700,2.606804132461548,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Homo sapiens,0.5093076909878026,-0.07421366052579335,-0.06872603884271646,1.1277238797578577,101
0.8774199241878551,cds,SUMO1_HUMAN_Weile_2017,1700,2.486304521560669,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Homo sapiens,0.5093076909878026,-0.10341787260749787,-0.1377723700820332,1.1927377747287735,101
0.880347386856043,cds,SUMO1_HUMAN_Weile_2017,1700,2.2117791175842285,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Homo sapiens,0.5093076909878026,-0.053928905287836136,-0.06387983240295442,1.049112092013101,101
0.8680948754954317,cds,SUMO1_HUMAN_Weile_2017,1700,2.4387266635894775,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Homo sapiens,0.5093076909878026,-0.022601005174375896,-0.007803290304415532,1.2105798065605546,101
0.914304610028432,cds,TAT_HV1BR_Fernandes_2016,1577,2.1890878677368164,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI) (HIV-1),0.0174419617215868,0.02622197439312465,-0.01265771082734039,0.8866402575573142,86
0.91817429643072,cds,TAT_HV1BR_Fernandes_2016,1577,2.016514539718628,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI) (HIV-1),0.0174419617215868,-0.08165703654349664,-0.1267949749116793,0.7988960344947068,86
0.9001768722482879,cds,TAT_HV1BR_Fernandes_2016,1577,1.4594694375991821,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI) (HIV-1),0.0174419617215868,0.0373722949444549,-0.011424697764044029,0.6356347114333547,86
0.9092145898021065,cds,TAT_HV1BR_Fernandes_2016,1577,1.735024094581604,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI) (HIV-1),0.0174419617215868,0.06305946284352125,0.055172431328652245,0.722338748904085,86
0.9141959324949614,cds,TPK1_HUMAN_Weile_2017,3181,2.082770347595215,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Homo sapiens,0.33859678441521807,0.008470158654052378,0.005777480759538887,0.8440895399229813,243
0.8999881310019517,cds,TPK1_HUMAN_Weile_2017,3181,1.7830537557601929,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Homo sapiens,0.33859678441521807,0.023505947998747844,0.01766876916908353,0.7772588079632164,243
0.8842513451658733,cds,TPK1_HUMAN_Weile_2017,3181,1.7448630332946777,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Homo sapiens,0.33859678441521807,0.041649166194376974,0.043986015193671874,0.814870761430398,243
0.9058939977626541,cds,TPK1_HUMAN_Weile_2017,3181,2.012017250061035,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Homo sapiens,0.33859678441521807,0.019870276103671303,0.022849900028008092,0.8520983673111149,243
0.9054910179952393,cds,TPMT_HUMAN_Matreyek_2018,3648,2.103240489959717,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Homo sapiens,0.538658444455702,0.02052126948504033,0.02331760250411482,0.8925425503328115,245
0.9078897224159436,cds,TPMT_HUMAN_Matreyek_2018,3648,2.0069432258605957,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Homo sapiens,0.538658444455702,0.026838727962538816,0.0179677069855149,0.8413288213553467,245
0.8872431901426554,cds,TPMT_HUMAN_Matreyek_2018,3648,1.6417155265808105,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Homo sapiens,0.538658444455702,0.012770239448335136,-0.0013031128656669133,0.7573266315383144,245
0.9002143839835853,cds,TPMT_HUMAN_Matreyek_2018,3648,2.036741018295288,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Homo sapiens,0.538658444455702,0.014253604703986967,0.01910230699874022,0.8868927031897552,245
0.9217347309394939,cds,TRPC_SACS2_Chan_2017,1519,2.0275917053222656,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Thermus thermophilus,0.6525339432224486,-0.09802807684640859,-0.09640605428648186,0.7863425322757992,248
0.8556360505103172,cds,TRPC_SACS2_Chan_2017,1519,1.9566328525543213,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Thermus thermophilus,0.6525339432224486,-0.06783203133216784,-0.05384639196471604,1.0127100485907052,248
0.852044833898885,cds,TRPC_SACS2_Chan_2017,1519,1.401735544204712,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Thermus thermophilus,0.6525339432224486,-0.11456293749263274,-0.12152521861067515,0.7337648452706714,248
0.894363602392999,cds,TRPC_SACS2_Chan_2017,1519,1.962878704071045,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Thermus thermophilus,0.6525339432224486,-0.06420997324177803,-0.046281400865242545,0.8780756318664603,248
0.9063033866433398,cds,VKOR1_HUMAN_Chiasson_abundance_2020,2695,2.180013656616211,InstaDeepAI/nucleotide-transformer-v2-50m-multi-species,Homo sapiens,0.49329933527925196,0.032369559393340686,0.027099932712456733,0.9213341539285054,163
0.8784878803798004,cds,VKOR1_HUMAN_Chiasson_abundance_2020,2695,1.65090811252594,InstaDeepAI/nucleotide-transformer-v2-100m-multi-species,Homo sapiens,0.49329933527925196,-0.005227017278533679,-0.02774954516811791,0.7887455075995647,163
0.8736620228375354,cds,VKOR1_HUMAN_Chiasson_abundance_2020,2695,1.5128309726715088,InstaDeepAI/nucleotide-transformer-v2-250m-multi-species,Homo sapiens,0.49329933527925196,0.0378885340713602,0.021666129943148635,0.7360426732159482,163
0.893481123236324,cds,VKOR1_HUMAN_Chiasson_abundance_2020,2695,1.6440248489379883,InstaDeepAI/nucleotide-transformer-v2-500m-multi-species,Homo sapiens,0.49329933527925196,0.03973992509463557,0.04282404271243129,0.7383327904249781,163
