corpus,unit,n,bulk,util_0.01,util_0.1,top_separation,tie_frac,score_skew,score_kurtosis,iqr_over_range,entropy_mean,entropy_sd,n_positions
ProteinGym,TRPC_THEMA_Chan_2017,1519,0.4763031025928397,0.4345245661909896,0.4579337556671708,1.3339512137855056,0.0,0.0052540366446601,-0.8989668542832066,0.3315997468132986,0.8136097040349687,0.6563996910413048,79
ProteinGym,UBC9_HUMAN_Weile_2017,2563,0.4985823072379064,0.2247381358779808,0.3660955108153087,1.9582979027742404,0.0,0.0191282667954964,-0.0342924059836975,0.195445475333567,0.4185846805673668,0.46240065263830427,55
ProteinGym,VKOR1_HUMAN_Chiasson_abundance_2020,2695,0.4478461918994362,0.5416479803619009,0.5073803684653668,1.2177025336768932,0.0,-0.2004567750804239,-0.7593150340782819,0.2894297121126818,1.1568552273205994,0.9242065705485265,53
SSMuLA,DHFR,8000,0.411833698536464,0.63311001065428,0.7822162067255898,2.6580138741249666,0.0,0.6329126335254543,0.5695559453720334,0.1751228903462801,0.5212713629063587,0.3724024307716567,3
SSMuLA,GB1,149361,0.1448679689495958,0.0592327171193925,0.1632228732011208,1.9512206325146555,0.0083957659630023,0.1590037700748757,-0.2355870238736699,0.1987966021496358,2.3456752167941226,0.15315844612620705,4
SSMuLA,ParD2,7882,0.57964206400661,0.5156673476980577,0.4780833087847531,1.569521155189341,0.0,-0.3216853217319085,-0.0331823594384235,0.1963415052887719,1.932948384943329,0.12880235881861393,3
SSMuLA,ParD3,7882,0.5713781152288028,0.7668454169255813,0.5288369603423777,1.8587344499485428,0.0002537427048972,0.0518946233332557,-0.2561517317571757,0.2197802240599414,1.5036870228809296,0.24610720028428096,3
SSMuLA,T7,6725,0.009131960027748,0.0356074979776615,0.0147678973869877,1.5223963003256802,0.0,-0.102614311946823,-0.538512276956121,0.2629806241591326,2.6329949964809143,0.07617525413987596,3
SSMuLA,TEV,159132,0.1218763537707059,0.233892072748005,0.2241434734948044,2.4446089889506037,0.0049895684086167,0.4773072879745311,0.267820881361787,0.1577383244790284,1.7178606347284693,0.6516451119672764,4
SSMuLA,TrpB3A,7971,0.2181325581529694,0.4309699648202287,0.2954625998173903,2.6828729212909384,0.0,0.7150806632735236,0.636204874470887,0.1675338818532663,0.10206203383973307,0.04248470893968098,3
SSMuLA,TrpB3B,7996,0.0414355236315928,0.1710559103095863,0.0879820424345028,2.887889249676346,0.0002501250625312,0.7891469569669058,0.861963552888132,0.1563187442081665,0.10352938829990817,0.04196620440876855,3
SSMuLA,TrpB3C,7994,0.1575428069834062,0.2208661828887221,0.1470192869316179,2.830864298338641,0.0,0.790136486976101,0.8306825043184243,0.1605620727248875,0.10929665777429093,0.049826629351182816,3
SSMuLA,TrpB3D,7763,0.2442144899497679,0.456188036286144,0.4782130185632544,2.0985089489823205,0.0,0.4296192626597953,-0.1459235761903095,0.2332555545138488,0.655672546698875,0.3278981921969979,3
SSMuLA,TrpB3E,7964,0.0342985242852511,0.6518869719547348,0.2403210263243766,2.569813729180634,0.0002511300853842,0.8016136914778462,0.4949859795169371,0.1973637781410024,0.42793279924043676,0.32148843310385133,3
SSMuLA,TrpB3F,7737,0.1088188788706991,0.6670730518291202,0.3444222023703215,2.3999381374350266,0.0002584981258885,0.5466519016304809,0.299575873658096,0.1862818635265413,0.5945223974216274,0.5988864692029151,3
SSMuLA,TrpB3G,7891,0.0701557793159692,0.5477916913858003,0.4778563951058379,3.059139455991215,0.0005069066024584,0.9351373373143732,1.1726820515366017,0.1610718952079395,0.146134566723903,0.10472272516847696,3
SSMuLA,TrpB3H,7716,-0.0157135484085563,0.5193505245651753,0.1733289090872684,3.1267858913747806,0.0002592016588906,0.9923393732157568,1.141587574750834,0.1592597206799821,0.03453606327975466,0.02016512059622668,3
SSMuLA,TrpB3I,7784,0.5436098533144563,0.7132416326447796,0.6094759259144705,2.231789046562699,0.000256937307297,0.5309284238909868,0.0209527976062409,0.2198157823270501,0.87841869569873,0.507463062863931,3
SSMuLA,TrpB4,159129,0.1853285593850033,0.5101710091489777,0.5903574511673025,2.496252612289065,0.0023377259958901,0.5904491915660425,0.3980219714379975,0.1747158292226452,0.6601168739017199,0.5794550675601691,4
rubisco,rubisco Vmax,4923,0.2767484969973094,0.153473464599162,0.2096319332237836,1.9806039606396115,0.0004062563477554,-0.5328508347871278,0.7910815394942774,0.1566258830012213,1.8742390075558495,0.748872174474183,462
rubisco,rubisco K_C,4923,0.2461370482513727,0.2149365194261101,0.1678941869065015,1.9806039606396115,0.0004062563477554,-0.5328508347871278,0.7910815394942774,0.1566258830012213,1.8742390075558495,0.748872174474183,462
rubisco,rubisco fitness,4923,0.279516883535704,0.168984575077932,0.2074973713491064,1.9806039606396115,0.0004062563477554,-0.5328508347871278,0.7910815394942774,0.1566258830012213,1.8742390075558495,0.748872174474183,462
