assay,seed,round,disagree,rho_pool,chosen,sup_auroc,zs_auroc,planner,always_sup,always_zs,explore_ev
A4GRB6_PSEAI_Chen_2020,19,3,0.967741935483871,0.48441708677029716,supervised,0.6587912087912088,0.5906593406593406,8.0,8.0,3.0,0.4246913580246914
A4GRB6_PSEAI_Chen_2020,20,1,1.0,0.33268130910654803,zero_shot,0.5302325581395348,0.758139534883721,5.0,0.0,5.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,20,2,0.967741935483871,0.38996171900901644,zero_shot,0.5988372093023255,0.7046511627906977,1.0,5.0,1.0,0.43031784841075793
A4GRB6_PSEAI_Chen_2020,20,3,0.9894736842105263,0.4508361482038773,supervised,0.5923076923076923,0.578021978021978,4.0,4.0,3.0,0.4246913580246914
A4GRB6_PSEAI_Chen_2020,21,1,0.9894736842105263,0.2979983547112275,zero_shot,0.5906976744186047,0.7767441860465116,5.0,0.0,5.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,21,2,0.9894736842105263,0.42074490276324594,zero_shot,0.5941860465116279,0.7267441860465116,1.0,6.0,1.0,0.43031784841075793
A4GRB6_PSEAI_Chen_2020,21,3,0.9894736842105263,0.39912890528386935,supervised,0.6840659340659341,0.5884615384615384,5.0,5.0,3.0,0.4246913580246914
A4GRB6_PSEAI_Chen_2020,22,1,1.0,0.26140796689491524,zero_shot,0.7534883720930232,0.8372093023255814,4.0,0.0,4.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,22,2,0.967741935483871,0.3911195878615176,supervised,0.780232558139535,0.736046511627907,7.0,7.0,1.0,0.4400977995110024
A4GRB6_PSEAI_Chen_2020,22,3,0.9565217391304348,0.38864275893267053,supervised,0.8763736263736264,0.6807692307692308,2.0,2.0,0.0,0.37530864197530867
A4GRB6_PSEAI_Chen_2020,23,1,0.9787234042553191,0.21374726326883833,zero_shot,0.42790697674418604,0.8697674418604651,5.0,1.0,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,23,2,0.9787234042553191,0.3768042961428234,zero_shot,0.6906976744186047,0.7476744186046512,1.0,9.0,1.0,0.4400977995110024
A4GRB6_PSEAI_Chen_2020,23,3,0.9787234042553191,0.372485179861768,supervised,0.7384615384615385,0.6637362637362637,7.0,7.0,3.0,0.4345679012345679
A4GRB6_PSEAI_Chen_2020,24,1,0.9787234042553191,0.4069077022594064,zero_shot,0.7255813953488373,0.9209302325581395,5.0,1.0,5.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,24,2,0.9565217391304348,0.4495104239284699,supervised,0.786046511627907,0.7488372093023257,5.0,5.0,1.0,0.43031784841075793
A4GRB6_PSEAI_Chen_2020,24,3,0.9565217391304348,0.3975747132683796,supervised,0.7664835164835165,0.7093406593406593,6.0,6.0,0.0,0.3851851851851852
A4GRB6_PSEAI_Chen_2020,25,1,1.0,0.13168250385610122,zero_shot,0.5674418604651164,0.8465116279069768,5.0,0.0,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,25,2,0.9787234042553191,0.32879480347277046,supervised,0.7604651162790698,0.7441860465116279,7.0,7.0,1.0,0.4400977995110024
A4GRB6_PSEAI_Chen_2020,25,3,0.9333333333333333,0.269124665712106,supervised,0.8780219780219781,0.6917582417582417,3.0,3.0,1.0,0.37530864197530867
A4GRB6_PSEAI_Chen_2020,26,1,1.0,0.3391744643035422,zero_shot,0.5674418604651164,0.7395348837209302,5.0,1.0,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,26,2,0.9787234042553191,0.43479981115591704,supervised,0.8058139534883721,0.6906976744186046,7.0,7.0,1.0,0.4400977995110024
A4GRB6_PSEAI_Chen_2020,26,3,0.9787234042553191,0.44057290478419264,supervised,0.8626373626373626,0.6203296703296703,3.0,3.0,0.0,0.37530864197530867
A4GRB6_PSEAI_Chen_2020,27,1,0.9894736842105263,0.3138325375964953,zero_shot,0.41395348837209306,0.7813953488372093,5.0,0.0,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,27,2,0.9787234042553191,0.43313593692093993,zero_shot,0.5441860465116279,0.708139534883721,1.0,8.0,1.0,0.4400977995110024
A4GRB6_PSEAI_Chen_2020,27,3,0.9787234042553191,0.43288242884703587,zero_shot,0.6076923076923078,0.6379120879120879,3.0,7.0,3.0,0.4345679012345679
A4GRB6_PSEAI_Chen_2020,28,1,1.0,0.4118775586927201,zero_shot,0.46511627906976744,0.8558139534883721,5.0,0.0,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,28,2,0.967741935483871,0.46452224068413017,supervised,0.7476744186046512,0.7430232558139536,4.0,4.0,1.0,0.4400977995110024
A4GRB6_PSEAI_Chen_2020,28,3,0.967741935483871,0.4287163740096693,supervised,0.7675824175824175,0.739010989010989,5.0,5.0,0.0,0.4049382716049383
A4GRB6_PSEAI_Chen_2020,29,1,1.0,0.21252023788176908,zero_shot,0.4325581395348837,0.7953488372093024,5.0,1.0,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,29,2,0.9787234042553191,0.32832977933740193,zero_shot,0.5848837209302326,0.6744186046511629,1.0,9.0,1.0,0.4400977995110024
A4GRB6_PSEAI_Chen_2020,29,3,0.9787234042553191,0.34308759740464917,supervised,0.7296703296703297,0.5862637362637362,8.0,8.0,3.0,0.4345679012345679
A4GRB6_PSEAI_Chen_2020,30,1,0.9894736842105263,0.3121539093230095,zero_shot,0.8372093023255813,0.8930232558139535,5.0,2.0,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,30,2,0.9894736842105263,0.412599035072752,zero_shot,0.7174418604651163,0.7709302325581395,1.0,7.0,1.0,0.4400977995110024
A4GRB6_PSEAI_Chen_2020,30,3,0.9894736842105263,0.386498583022168,supervised,0.7576923076923077,0.6637362637362637,2.0,2.0,3.0,0.4345679012345679
A4GRB6_PSEAI_Chen_2020,31,1,1.0,0.35438547357877725,supervised,0.7255813953488373,0.5302325581395348,1.0,1.0,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,31,2,0.9894736842105263,0.2958054401518975,supervised,0.6581395348837209,0.6127906976744186,0.0,0.0,5.0,0.4792176039119804
A4GRB6_PSEAI_Chen_2020,31,3,0.9894736842105263,0.3714974448002036,zero_shot,0.6835164835164835,0.7181318681318681,5.0,0.0,5.0,0.4839506172839506
A4GRB6_PSEAI_Chen_2020,32,1,0.9894736842105263,0.31850261581578604,zero_shot,0.7767441860465116,0.8093023255813954,5.0,2.0,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,32,2,0.9565217391304348,0.4141798756616636,zero_shot,0.708139534883721,0.727906976744186,1.0,9.0,1.0,0.4400977995110024
A4GRB6_PSEAI_Chen_2020,32,3,0.967741935483871,0.3676681033460291,supervised,0.7241758241758242,0.6637362637362637,7.0,7.0,3.0,0.4345679012345679
A4GRB6_PSEAI_Chen_2020,33,1,0.9894736842105263,0.3089677845824817,zero_shot,0.5116279069767442,0.8325581395348838,5.0,2.0,5.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,33,2,0.9565217391304348,0.4678925399677981,zero_shot,0.713953488372093,0.7348837209302326,1.0,5.0,1.0,0.43031784841075793
A4GRB6_PSEAI_Chen_2020,33,3,0.9894736842105263,0.4554381792776008,supervised,0.7653846153846153,0.5923076923076923,6.0,6.0,3.0,0.4246913580246914
A4GRB6_PSEAI_Chen_2020,34,1,1.0,0.19487590032439916,zero_shot,0.6093023255813954,0.7441860465116279,5.0,2.0,5.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,34,2,0.9787234042553191,0.30708714777085766,zero_shot,0.6034883720930233,0.6174418604651162,1.0,7.0,1.0,0.43031784841075793
A4GRB6_PSEAI_Chen_2020,34,3,0.967741935483871,0.35453739358113506,supervised,0.6406593406593407,0.5741758241758241,5.0,5.0,3.0,0.4246913580246914
A4GRB6_PSEAI_Chen_2020,35,1,1.0,0.27981058623028315,zero_shot,0.23720930232558138,0.7441860465116279,5.0,0.0,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,35,2,0.9565217391304348,0.480825402113238,zero_shot,0.6697674418604651,0.741860465116279,1.0,9.0,1.0,0.4400977995110024
A4GRB6_PSEAI_Chen_2020,35,3,0.9787234042553191,0.4948918630704935,supervised,0.7379120879120878,0.6637362637362637,7.0,7.0,3.0,0.4345679012345679
A4GRB6_PSEAI_Chen_2020,36,1,0.9894736842105263,0.31315360973455886,zero_shot,0.7023255813953488,0.8046511627906977,5.0,1.0,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,36,2,0.967741935483871,0.45065103371273457,supervised,0.727906976744186,0.6755813953488372,6.0,6.0,1.0,0.4400977995110024
A4GRB6_PSEAI_Chen_2020,36,3,0.967741935483871,0.45393921859495473,supervised,0.9032967032967033,0.6247252747252747,5.0,5.0,0.0,0.3851851851851852
A4GRB6_PSEAI_Chen_2020,37,1,1.0,0.16834799277681978,zero_shot,0.6046511627906976,0.8139534883720931,5.0,0.0,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,37,2,0.9787234042553191,0.38703936675384376,zero_shot,0.6313953488372093,0.7232558139534884,1.0,5.0,1.0,0.4400977995110024
A4GRB6_PSEAI_Chen_2020,37,3,0.9894736842105263,0.38791138027867883,zero_shot,0.6164835164835165,0.6434065934065933,3.0,4.0,3.0,0.4345679012345679
A4GRB6_PSEAI_Chen_2020,38,1,0.9787234042553191,0.4088350695131919,zero_shot,0.6186046511627907,0.7627906976744185,5.0,1.0,5.0,0.4745762711864407
A4GRB6_PSEAI_Chen_2020,38,2,0.9894736842105263,0.42680994478657436,supervised,0.6976744186046512,0.686046511627907,4.0,4.0,1.0,0.43031784841075793
A4GRB6_PSEAI_Chen_2020,38,3,0.945054945054945,0.39914838002722497,supervised,0.737912087912088,0.6686813186813187,5.0,5.0,1.0,0.3950617283950617
A4GRB6_PSEAI_Chen_2020,39,1,1.0,0.3359331921781444,zero_shot,0.45116279069767445,0.9069767441860466,5.0,0.0,5.0,0.48426150121065376
A4GRB6_PSEAI_Chen_2020,39,2,0.9333333333333333,0.4236719307379428,zero_shot,0.6511627906976745,0.7441860465116279,1.0,8.0,1.0,0.4400977995110024
A4GRB6_PSEAI_Chen_2020,39,3,0.967741935483871,0.4787568171422056,zero_shot,0.6005494505494505,0.6445054945054944,3.0,7.0,3.0,0.4345679012345679
AMIE_PSEAE_Wrenbeck_2017,0,1,0.9894736842105263,0.1333995178029502,zero_shot,0.41395348837209306,0.7023255813953488,1.0,16.0,1.0,0.458326590063117
AMIE_PSEAE_Wrenbeck_2017,0,2,0.9894736842105263,0.1927542596364023,supervised,0.8406976744186047,0.5290697674418605,16.0,16.0,0.0,0.45408579350839995
AMIE_PSEAE_Wrenbeck_2017,0,3,0.9787234042553191,0.11147561202280364,supervised,0.907142857142857,0.45,2.0,2.0,0.0,0.33141542002301494
AMIE_PSEAE_Wrenbeck_2017,1,1,1.0,0.2745439055495881,supervised,0.6511627906976745,0.6093023255813954,1.0,1.0,1.0,0.47386308464152777
AMIE_PSEAE_Wrenbeck_2017,1,2,1.0,0.28160836710580994,supervised,0.7034883720930233,0.6151162790697675,8.0,8.0,1.0,0.4697439243190344
AMIE_PSEAE_Wrenbeck_2017,1,3,0.9894736842105263,0.2187713658374459,supervised,0.9521978021978021,0.528021978021978,5.0,5.0,1.0,0.41032385336182803
AMIE_PSEAE_Wrenbeck_2017,2,1,1.0,-0.09862078197343191,zero_shot,0.5302325581395348,0.5813953488372093,1.0,0.0,1.0,0.47386308464152777
AMIE_PSEAE_Wrenbeck_2017,2,2,0.9894736842105263,0.09211072547046686,supervised,0.708139534883721,0.5093023255813953,8.0,8.0,0.0,0.4697439243190344
AMIE_PSEAE_Wrenbeck_2017,2,3,0.9333333333333333,0.04846798964537069,supervised,0.8467032967032967,0.4576923076923077,2.0,2.0,0.0,0.41032385336182803
AMIE_PSEAE_Wrenbeck_2017,3,1,0.9787234042553191,0.2960313662164458,supervised,0.7395348837209302,0.6511627906976745,1.0,1.0,1.0,0.47386308464152777
AMIE_PSEAE_Wrenbeck_2017,3,2,1.0,0.23426569553544407,zero_shot,0.5058139534883721,0.563953488372093,1.0,0.0,1.0,0.4697439243190344
AMIE_PSEAE_Wrenbeck_2017,3,3,0.9894736842105263,0.22369579833269168,supervised,0.6467032967032966,0.48131868131868133,10.0,10.0,0.0,0.4655597566989972
AMIE_PSEAE_Wrenbeck_2017,4,1,1.0,0.15070403556244164,zero_shot,0.35813953488372097,0.641860465116279,1.0,0.0,1.0,0.48163133193073315
AMIE_PSEAE_Wrenbeck_2017,4,2,0.9894736842105263,0.15090429901318367,supervised,0.6255813953488373,0.422093023255814,6.0,6.0,0.0,0.47757298972435164
AMIE_PSEAE_Wrenbeck_2017,4,3,0.9894736842105263,0.16374069338249578,supervised,0.7434065934065934,0.4346153846153846,6.0,6.0,0.0,0.43399638336347196
AMIE_PSEAE_Wrenbeck_2017,5,1,1.0,0.12795901102495827,supervised,0.8744186046511628,0.772093023255814,2.0,2.0,1.0,0.48163133193073315
AMIE_PSEAE_Wrenbeck_2017,5,2,0.9894736842105263,0.09495073153310254,zero_shot,0.6697674418604651,0.6825581395348836,1.0,2.0,1.0,0.4697439243190344
AMIE_PSEAE_Wrenbeck_2017,5,3,0.9787234042553191,0.15564308691075507,supervised,0.6989010989010989,0.5994505494505494,6.0,6.0,0.0,0.4655597566989972
AMIE_PSEAE_Wrenbeck_2017,6,1,0.9894736842105263,0.1781531256019752,supervised,0.6930232558139535,0.613953488372093,0.0,0.0,1.0,0.48163133193073315
AMIE_PSEAE_Wrenbeck_2017,6,2,1.0,0.23203101923900352,supervised,0.5732558139534885,0.5616279069767443,1.0,1.0,1.0,0.4854020551296689
AMIE_PSEAE_Wrenbeck_2017,6,3,1.0,0.2306064660381564,supervised,0.7736263736263738,0.643956043956044,13.0,13.0,1.0,0.4813414433667598
AMIE_PSEAE_Wrenbeck_2017,7,1,0.9894736842105263,0.018382277687692374,zero_shot,0.5395348837209302,0.6372093023255815,1.0,0.0,1.0,0.47386308464152777
AMIE_PSEAE_Wrenbeck_2017,7,2,0.9894736842105263,0.10204439380446186,supervised,0.6569767441860465,0.4290697674418605,8.0,8.0,0.0,0.4697439243190344
AMIE_PSEAE_Wrenbeck_2017,7,3,0.9333333333333333,0.14626607068533626,supervised,0.9318681318681319,0.46923076923076923,1.0,1.0,0.0,0.41032385336182803
AMIE_PSEAE_Wrenbeck_2017,8,1,0.967741935483871,0.2612380474526091,supervised,0.6558139534883721,0.6558139534883721,0.0,0.0,1.0,0.48163133193073315
AMIE_PSEAE_Wrenbeck_2017,8,2,1.0,0.24821972325094147,zero_shot,0.49534883720930234,0.7116279069767442,1.0,2.0,1.0,0.4854020551296689
AMIE_PSEAE_Wrenbeck_2017,8,3,0.9787234042553191,0.25153479084584107,supervised,0.6604395604395604,0.6054945054945056,9.0,9.0,0.0,0.4813414433667598
AMIE_PSEAE_Wrenbeck_2017,9,1,0.9894736842105263,0.1669973506116483,zero_shot,0.48372093023255813,0.6093023255813954,1.0,0.0,1.0,0.48163133193073315
AMIE_PSEAE_Wrenbeck_2017,9,2,0.9787234042553191,0.182278077728717,supervised,0.6511627906976745,0.46976744186046515,9.0,9.0,0.0,0.47757298972435164
AMIE_PSEAE_Wrenbeck_2017,9,3,0.9565217391304348,0.1005543957040227,supervised,0.906043956043956,0.4357142857142857,7.0,7.0,0.0,0.41032385336182803
AMIE_PSEAE_Wrenbeck_2017,10,1,1.0,0.23113212038330025,zero_shot,0.3813953488372093,0.8883720930232559,1.0,4.0,1.0,0.47386308464152777
AMIE_PSEAE_Wrenbeck_2017,10,2,1.0,0.20164125144571843,supervised,0.5883720930232558,0.5069767441860465,11.0,11.0,0.0,0.4697439243190344
AMIE_PSEAE_Wrenbeck_2017,10,3,0.9787234042553191,0.10944478607293749,supervised,0.9686813186813187,0.5252747252747253,3.0,3.0,0.0,0.3866513233601841
AMIE_PSEAE_Wrenbeck_2017,11,1,0.9894736842105263,0.17680363477521333,zero_shot,0.6139534883720931,0.7441860465116279,1.0,2.0,1.0,0.48163133193073315
AMIE_PSEAE_Wrenbeck_2017,11,2,0.9894736842105263,0.1775642374175006,supervised,0.8,0.4906976744186047,9.0,9.0,0.0,0.47757298972435164
AMIE_PSEAE_Wrenbeck_2017,11,3,0.9787234042553191,0.15542647978376734,supervised,0.9307692307692308,0.49835164835164836,4.0,4.0,0.0,0.41032385336182803
AMIE_PSEAE_Wrenbeck_2017,12,1,1.0,0.2664303899759134,supervised,0.7348837209302326,0.627906976744186,0.0,0.0,1.0,0.48163133193073315
AMIE_PSEAE_Wrenbeck_2017,12,2,1.0,0.2327331518094079,supervised,0.7441860465116279,0.4476744186046512,1.0,1.0,1.0,0.4854020551296689
AMIE_PSEAE_Wrenbeck_2017,12,3,1.0,0.26138383257294756,supervised,0.8456043956043956,0.6318681318681318,0.0,0.0,1.0,0.4813414433667598
AMIE_PSEAE_Wrenbeck_2017,13,1,1.0,0.19822774891165215,zero_shot,0.5302325581395348,0.8372093023255813,1.0,0.0,1.0,0.48163133193073315
AMIE_PSEAE_Wrenbeck_2017,13,2,0.9787234042553191,0.21628844364123914,supervised,0.7709302325581395,0.6046511627906976,7.0,7.0,0.0,0.47757298972435164
AMIE_PSEAE_Wrenbeck_2017,13,3,0.9787234042553191,0.17260545424810933,supervised,0.9115384615384615,0.439010989010989,6.0,6.0,0.0,0.42610554002959067
AMIE_PSEAE_Wrenbeck_2017,14,1,0.9894736842105263,0.09697157974103465,zero_shot,0.26046511627906976,0.6046511627906977,1.0,2.0,1.0,0.4660948373523224
