corpus,unit,n,bulk,util_0.01,util_0.1,top_separation,tie_frac,score_skew,score_kurtosis,iqr_over_range,entropy_mean,entropy_sd,n_positions
ProteinGym,NUD15_HUMAN_Suiter_2020,2844,0.5255896253092035,0.3423938246892362,0.4815955989128855,1.225261813708232,0.0,-0.7242389332352012,-0.0185402561003966,0.1979803070946683,1.6801429511772572,0.8756883274279551,131
ProteinGym,P53_HUMAN_Giacomelli_NULL_Etoposide_2018,7467,0.4323385599158205,0.1889317563325014,0.2998631018481469,1.2412284984208024,0.0,-0.8920072445377136,0.42110772016408,0.1883941146353818,1.85647686664437,0.8698631834968225,393
ProteinGym,P53_HUMAN_Giacomelli_NULL_Nutlin_2018,7467,0.404268802002792,0.0133363014583343,0.1153612508099128,1.2412284984208024,0.0,-0.8920072445377136,0.42110772016408,0.1883941146353818,1.85647686664437,0.8698631834968225,393
ProteinGym,P53_HUMAN_Giacomelli_WT_Nutlin_2018,7467,0.4001512546738284,0.0600233080519708,0.1831899082431103,1.2412284984208024,0.0,-0.8920072445377136,0.42110772016408,0.1883941146353818,1.85647686664437,0.8698631834968225,393
ProteinGym,P84126_THETH_Chan_2017,1519,0.6046739267075025,0.7557213422286403,0.708568439407213,1.7872205959207548,0.0,0.2894191540503765,-0.508712046265849,0.2857703767104489,0.555771695492332,0.5877007606909422,80
ProteinGym,PTEN_HUMAN_Matreyek_2021,5083,0.4650303765193299,0.2930572735496056,0.4100958371390303,1.4222119163499265,0.0,0.1759353854123068,-0.9336684376915496,0.31750883277611,0.8557258046780469,0.9119335650823928,104
ProteinGym,PTEN_HUMAN_Mighell_2018,7260,0.5185316521668099,0.3589033740821591,0.4477645871780672,1.4151214537753276,0.0002754820936639,0.1620217644383753,-0.9351630707786912,0.2938595164730839,0.8616065068634615,0.8775977897185427,370
ProteinGym,R1AB_SARS2_Flynn_growth_2022,5725,0.104755303882312,-0.3003811228919384,-0.0569523889543564,2.1464348876257167,0.0,-2.113607990381006,7.3891646470526755,0.0816472915734541,2.643557873548988,0.43786714335641314,301
ProteinGym,RASH_HUMAN_Bandaru_2017,3134,0.4975791061453566,0.2525887593585612,0.3899814349240033,1.4675274796578175,0.0006381620931716,0.0576232599048832,-0.7531859159762582,0.2733065737065595,0.8321556570683565,0.75387860590105,165
ProteinGym,REV_HV1H2_Fernandes_2016,2147,0.2403830239686021,0.1373025333855813,0.2387616871669012,2.29222467930047,0.0,0.4058496548721514,0.3272526660388624,0.1921416454811186,0.3425171613765634,0.3759545890980697,113
ProteinGym,RL401_YEAST_Mavor_2016,1253,0.5178520925871771,0.5517452266044672,0.6352660137347459,1.7288208542739825,0.0,0.0720372123547202,-0.3712518723902782,0.2494228121514136,1.0750212045714738,0.6398709976733099,53
ProteinGym,RL401_YEAST_Roscoe_2014,1380,0.5300172230531615,0.5925303311435356,0.721483964768314,1.794505459939582,0.0,0.1327299307227563,-0.401215232814013,0.2483829979091847,0.9348344011498975,0.655475969243693,71
ProteinGym,SUMO1_HUMAN_Weile_2017,1700,0.5093076909878026,0.3113191878477418,0.4693419922290289,1.5970939857419326,0.0,-0.0429593409736965,-0.4754206815084183,0.2599232126249673,1.0352086348663216,0.740135134896481,80
ProteinGym,SYUA_HUMAN_Newberry_2020,2497,0.1372572280738241,-0.2082753660893002,0.0961750906065594,1.3821231983039572,0.0,-0.6076389454977321,-0.0787105071414777,0.2257783667617962,1.723329669268189,0.7911454865942635,121
ProteinGym,TAT_HV1BR_Fernandes_2016,1577,0.0174392293623376,0.1704290807720946,0.0001909217070713,1.8964686260825931,0.0,-1.2077029949581115,4.304981493764118,0.1345280228486187,2.776839176987212,0.27227938910478056,83
ProteinGym,TPK1_HUMAN_Weile_2017,3181,0.338596242191224,0.1495626407092486,0.2324919341517087,2.387038294727526,0.0006287331027978,0.5023576565425312,0.1876006741108553,0.2020684958060563,0.42325077895562985,0.45980439216636215,76
ProteinGym,TPMT_HUMAN_Matreyek_2018,3648,0.5386584743980068,0.1978911269209119,0.3852990889072978,1.4741828640933636,0.000548245614035,-0.1370922026198002,-0.6176555007383717,0.2506713224015162,1.1810252158575902,0.8341713559546425,82
ProteinGym,TRPC_SACS2_Chan_2017,1519,0.6525339432224486,0.7815205429005566,0.7222305559137746,1.5724157740935292,0.0,0.0348307487145576,-0.7119144903104475,0.2825282291483306,0.8526576095948719,0.6490722552240534,80
ProteinGym,TRPC_THEMA_Chan_2017,1519,0.463698649141996,0.4168926632320536,0.4844840024166909,1.421938709782132,0.0,-0.0198651761048433,-0.7936977804746532,0.2998407265961957,0.8576849279303935,0.6649962708221774,80
ProteinGym,UBC9_HUMAN_Weile_2017,2563,0.4725845029403409,0.0305537749728812,0.2253100802648293,1.3125785295302603,0.0,-0.4970653986064967,-0.3168678032654277,0.2389970324983666,1.6601413918619758,0.752324692094008,96
ProteinGym,VKOR1_HUMAN_Chiasson_abundance_2020,2695,0.4933003567175601,0.4487601269934074,0.529955204971655,1.158141700684734,0.0007421150278293,-0.4040909220098045,-0.5822910776441401,0.2686101160025916,1.4723089241194767,0.8675077055724334,106
SSMuLA,DHFR,8000,0.3971793689387237,0.6625283294895339,0.7421032546293255,2.4970578837928596,0.00025,0.5038220370382757,0.4544533242675981,0.1870795373007335,0.9450229982739425,0.8669948737873934,3
SSMuLA,GB1,149361,0.1400873661118109,0.069500095054499,0.1677906767229674,1.9573462860746256,0.0029860539230455,0.1080920407154752,-0.1748562980540198,0.1912551885281607,2.328854826736027,0.08653478553642753,4
SSMuLA,ParD2,7882,0.5120166543927807,0.4920389933747773,0.4607609975856184,1.6563887145246594,0.0,-0.2234517736158931,-0.1383957277959373,0.2022180006178775,2.0282807032757333,0.19139717924594996,3
SSMuLA,ParD3,7882,0.5101468218303047,0.4760132518989741,0.4182940893749868,1.853746164625858,0.0,-0.0048599275409036,-0.2215497122454404,0.2143982838486681,1.6974836601503034,0.18808858849971694,3
SSMuLA,T7,6725,0.0412410571086063,0.1408613737445877,0.0534285970116905,2.3813167613252357,0.0002973977695167,0.4164195518605998,0.2206647054087596,0.1825842099825132,1.564080594782913,0.3662455086945432,3
SSMuLA,TEV,159132,0.1220744050646894,0.3377471992919564,0.2507649289092787,2.9559767025905908,0.0029660910439132,0.9418463903110124,1.08275094555475,0.1449401866346119,0.46317421509308565,0.5121656951827057,4
SSMuLA,TrpB3A,7971,0.1869509238859429,0.4355486435772506,0.2793097693983305,2.7910393091844368,0.0,0.8200239726745552,0.8263285753915475,0.1669536244616676,0.0841322299734779,0.06702002828353659,3
SSMuLA,TrpB3B,7996,0.0427726803885975,0.1881094016562628,0.0820646310662895,3.1782142045781683,0.0,0.982494722579131,1.2772751623712866,0.147967916750218,0.0609458788627557,0.07656145608686228,3
SSMuLA,TrpB3C,7994,0.1021681172262061,0.2579339726262274,0.1199707753244448,3.9453442051979137,0.0002501876407305,1.2602087673521394,1.8867078030275355,0.1231434490572207,0.013520232643457163,0.009551755055979395,3
SSMuLA,TrpB3D,7763,0.2612203629304412,0.4458630757725901,0.488350873870335,2.035618597139584,0.0,0.3235577388252191,-0.1928849322400272,0.2301458009521916,0.9365874482347953,0.1394220539925154,3
SSMuLA,TrpB3E,7964,0.0488728045443962,0.689280014892059,0.2448824644161365,2.3279962618749215,0.0,0.5808071431816826,0.1509104521570203,0.2153905261196841,0.6129982850860447,0.41016117067082375,3
SSMuLA,TrpB3F,7737,0.123512368922532,0.7136882341415007,0.392061273379484,2.669678830540899,0.0,0.7729187910122053,0.7721502362597179,0.1729018000809914,0.44912198516135676,0.5457631177210709,3
SSMuLA,TrpB3G,7891,0.0680690044402233,0.6971824545861405,0.5073462913153185,2.996471392541386,0.0002534533012292,0.9698955668934726,1.210775922158584,0.1624821637183895,0.3016956044272769,0.38456409151435633,3
SSMuLA,TrpB3H,7716,-0.0290576484179251,0.540422509637706,0.1479258478734218,2.8749629932561107,0.0002592016588906,1.0097352801458743,0.9653066387033687,0.1762335382692309,0.06193368847696571,0.05296268712825355,3
SSMuLA,TrpB3I,7784,0.4919672695042789,0.5685694845130285,0.5086532064201339,2.1422247095958005,0.000256937307297,0.4012214477340015,-0.0980324250398019,0.2185009972007418,0.8264186810716182,0.4646328297765866,3
SSMuLA,TrpB4,159129,0.186161705813221,0.5132961980885183,0.5854724792195427,2.3429156212178963,0.0020360839319043,0.4515825127809932,0.1776865941503964,0.17928947066153,0.7939607313864154,0.4640974798593376,4
rubisco,rubisco Vmax,4923,0.3644629479926843,0.3465834607809657,0.4253698864562833,1.7894165672530606,0.0004062563477554,-0.0018149484841498,-0.3746058933500364,0.2345797542123536,0.8531667543998814,0.7597694016169295,462
rubisco,rubisco K_C,4923,0.3664611245181382,0.3816560916038284,0.4915163623403256,1.7894165672530606,0.0004062563477554,-0.0018149484841498,-0.3746058933500364,0.2345797542123536,0.8531667543998814,0.7597694016169295,462
rubisco,rubisco fitness,4923,0.3914774254221123,0.3858714258408903,0.445996195810537,1.7894165672530606,0.0004062563477554,-0.0018149484841498,-0.3746058933500364,0.2345797542123536,0.8531667543998814,0.7597694016169295,462
