assay,seed,round,n_seen,rule,chosen,best_action,got,best,regret
B3VI55_LIPST_Klesmith_2015,0,3,144,auroc@0.55,supervised,supervised,3.0,3.0,0.0
B3VI55_LIPST_Klesmith_2015,0,3,144,auroc@0.60,supervised,supervised,3.0,3.0,0.0
B3VI55_LIPST_Klesmith_2015,0,3,144,auroc@0.65,supervised,supervised,3.0,3.0,0.0
B3VI55_LIPST_Klesmith_2015,0,3,144,spearman@0.20,supervised,supervised,3.0,3.0,0.0
B3VI55_LIPST_Klesmith_2015,1,0,0,enrich@1.5,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,1,0,0,enrich@1.0,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,1,0,0,auroc@0.55,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,1,0,0,auroc@0.60,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,1,0,0,auroc@0.65,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,1,0,0,spearman@0.20,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,1,1,48,enrich@1.5,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,1,1,48,enrich@1.0,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,1,1,48,auroc@0.55,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,1,1,48,auroc@0.60,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,1,1,48,auroc@0.65,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,1,1,48,spearman@0.20,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,1,2,96,enrich@1.5,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,1,2,96,enrich@1.0,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,1,2,96,auroc@0.55,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,1,2,96,auroc@0.60,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,1,2,96,auroc@0.65,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,1,2,96,spearman@0.20,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,1,3,144,enrich@1.5,supervised,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,1,3,144,enrich@1.0,supervised,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,1,3,144,auroc@0.55,esm2_wtm,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,1,3,144,auroc@0.60,esm2_wtm,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,1,3,144,auroc@0.65,esm2_wtm,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,1,3,144,spearman@0.20,supervised,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,2,0,0,enrich@1.5,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,2,0,0,enrich@1.0,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,2,0,0,auroc@0.55,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,2,0,0,auroc@0.60,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,2,0,0,auroc@0.65,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,2,0,0,spearman@0.20,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,2,1,48,enrich@1.5,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,2,1,48,enrich@1.0,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,2,1,48,auroc@0.55,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,2,1,48,auroc@0.60,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,2,1,48,auroc@0.65,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,2,1,48,spearman@0.20,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,2,2,96,enrich@1.5,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,2,2,96,enrich@1.0,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,2,2,96,auroc@0.55,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,2,2,96,auroc@0.60,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,2,2,96,auroc@0.65,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,2,2,96,spearman@0.20,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,2,3,144,enrich@1.5,supervised,supervised,3.0,3.0,0.0
B3VI55_LIPST_Klesmith_2015,2,3,144,enrich@1.0,supervised,supervised,3.0,3.0,0.0
B3VI55_LIPST_Klesmith_2015,2,3,144,auroc@0.55,supervised,supervised,3.0,3.0,0.0
B3VI55_LIPST_Klesmith_2015,2,3,144,auroc@0.60,supervised,supervised,3.0,3.0,0.0
B3VI55_LIPST_Klesmith_2015,2,3,144,auroc@0.65,supervised,supervised,3.0,3.0,0.0
B3VI55_LIPST_Klesmith_2015,2,3,144,spearman@0.20,supervised,supervised,3.0,3.0,0.0
B3VI55_LIPST_Klesmith_2015,3,0,0,enrich@1.5,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,3,0,0,enrich@1.0,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,3,0,0,auroc@0.55,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,3,0,0,auroc@0.60,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,3,0,0,auroc@0.65,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,3,0,0,spearman@0.20,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,3,1,48,enrich@1.5,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,3,1,48,enrich@1.0,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,3,1,48,auroc@0.55,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,3,1,48,auroc@0.60,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,3,1,48,auroc@0.65,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,3,1,48,spearman@0.20,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,3,2,96,enrich@1.5,esm2_wtm,supervised,1.0,3.0,2.0
B3VI55_LIPST_Klesmith_2015,3,2,96,enrich@1.0,esm2_wtm,supervised,1.0,3.0,2.0
B3VI55_LIPST_Klesmith_2015,3,2,96,auroc@0.55,esm2_wtm,supervised,1.0,3.0,2.0
B3VI55_LIPST_Klesmith_2015,3,2,96,auroc@0.60,esm2_wtm,supervised,1.0,3.0,2.0
B3VI55_LIPST_Klesmith_2015,3,2,96,auroc@0.65,esm2_wtm,supervised,1.0,3.0,2.0
B3VI55_LIPST_Klesmith_2015,3,2,96,spearman@0.20,supervised,supervised,3.0,3.0,0.0
B3VI55_LIPST_Klesmith_2015,3,3,144,enrich@1.5,supervised,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,3,3,144,enrich@1.0,supervised,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,3,3,144,auroc@0.55,supervised,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,3,3,144,auroc@0.60,supervised,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,3,3,144,auroc@0.65,supervised,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,3,3,144,spearman@0.20,supervised,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,4,0,0,enrich@1.5,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,4,0,0,enrich@1.0,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,4,0,0,auroc@0.55,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,4,0,0,auroc@0.60,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,4,0,0,auroc@0.65,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,4,0,0,spearman@0.20,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,4,1,48,enrich@1.5,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,4,1,48,enrich@1.0,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,4,1,48,auroc@0.55,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,4,1,48,auroc@0.60,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,4,1,48,auroc@0.65,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,4,1,48,spearman@0.20,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,4,2,96,enrich@1.5,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,4,2,96,enrich@1.0,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,4,2,96,auroc@0.55,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,4,2,96,auroc@0.60,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,4,2,96,auroc@0.65,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,4,2,96,spearman@0.20,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,4,3,144,enrich@1.5,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,4,3,144,enrich@1.0,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,4,3,144,auroc@0.55,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,4,3,144,auroc@0.60,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,4,3,144,auroc@0.65,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,4,3,144,spearman@0.20,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,5,0,0,enrich@1.5,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,5,0,0,enrich@1.0,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,5,0,0,auroc@0.55,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,5,0,0,auroc@0.60,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,5,0,0,auroc@0.65,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,5,0,0,spearman@0.20,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,5,1,48,enrich@1.5,supervised,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,5,1,48,enrich@1.0,supervised,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,5,1,48,auroc@0.55,supervised,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,5,1,48,auroc@0.60,supervised,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,5,1,48,auroc@0.65,supervised,supervised,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,5,1,48,spearman@0.20,esm2_wtm,supervised,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,5,2,96,enrich@1.5,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,5,2,96,enrich@1.0,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,5,2,96,auroc@0.55,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,5,2,96,auroc@0.60,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,5,2,96,auroc@0.65,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,5,2,96,spearman@0.20,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,5,3,144,enrich@1.5,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,5,3,144,enrich@1.0,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,5,3,144,auroc@0.55,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,5,3,144,auroc@0.60,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,5,3,144,auroc@0.65,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,5,3,144,spearman@0.20,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,6,0,0,enrich@1.5,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,6,0,0,enrich@1.0,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,6,0,0,auroc@0.55,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,6,0,0,auroc@0.60,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,6,0,0,auroc@0.65,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,6,0,0,spearman@0.20,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,6,1,48,enrich@1.5,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,6,1,48,enrich@1.0,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,6,1,48,auroc@0.55,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,6,1,48,auroc@0.60,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,6,1,48,auroc@0.65,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,6,1,48,spearman@0.20,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,6,2,96,enrich@1.5,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,6,2,96,enrich@1.0,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,6,2,96,auroc@0.55,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,6,2,96,auroc@0.60,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,6,2,96,auroc@0.65,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,6,2,96,spearman@0.20,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,6,3,144,enrich@1.5,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,6,3,144,enrich@1.0,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,6,3,144,auroc@0.55,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,6,3,144,auroc@0.60,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,6,3,144,auroc@0.65,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,6,3,144,spearman@0.20,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,7,0,0,enrich@1.5,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,7,0,0,enrich@1.0,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,7,0,0,auroc@0.55,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,7,0,0,auroc@0.60,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,7,0,0,auroc@0.65,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,7,0,0,spearman@0.20,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,7,1,48,enrich@1.5,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,7,1,48,enrich@1.0,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,7,1,48,auroc@0.55,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,7,1,48,auroc@0.60,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,7,1,48,auroc@0.65,supervised,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,7,1,48,spearman@0.20,esm2_wtm,supervised,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,7,2,96,enrich@1.5,esm2_wtm,esm2_wtm,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,7,2,96,enrich@1.0,esm2_wtm,esm2_wtm,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,7,2,96,auroc@0.55,esm2_wtm,esm2_wtm,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,7,2,96,auroc@0.60,esm2_wtm,esm2_wtm,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,7,2,96,auroc@0.65,esm2_wtm,esm2_wtm,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,7,2,96,spearman@0.20,supervised,esm2_wtm,0.0,1.0,1.0
B3VI55_LIPST_Klesmith_2015,7,3,144,enrich@1.5,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,7,3,144,enrich@1.0,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,7,3,144,auroc@0.55,esm2_wtm,esm2_wtm,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,7,3,144,auroc@0.60,esm2_wtm,esm2_wtm,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,7,3,144,auroc@0.65,esm2_wtm,esm2_wtm,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,7,3,144,spearman@0.20,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,8,0,0,enrich@1.5,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,8,0,0,enrich@1.0,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,8,0,0,auroc@0.55,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,8,0,0,auroc@0.60,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,8,0,0,auroc@0.65,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,8,0,0,spearman@0.20,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,8,1,48,enrich@1.5,esm2_wtm,supervised,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,8,1,48,enrich@1.0,esm2_wtm,supervised,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,8,1,48,auroc@0.55,esm2_wtm,supervised,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,8,1,48,auroc@0.60,esm2_wtm,supervised,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,8,1,48,auroc@0.65,esm2_wtm,supervised,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,8,1,48,spearman@0.20,esm2_wtm,supervised,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,8,2,96,enrich@1.5,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,8,2,96,enrich@1.0,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,8,2,96,auroc@0.55,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,8,2,96,auroc@0.60,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,8,2,96,auroc@0.65,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,8,2,96,spearman@0.20,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,8,3,144,enrich@1.5,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,8,3,144,enrich@1.0,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,8,3,144,auroc@0.55,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,8,3,144,auroc@0.60,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,8,3,144,auroc@0.65,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,8,3,144,spearman@0.20,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,9,0,0,enrich@1.5,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,9,0,0,enrich@1.0,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,9,0,0,auroc@0.55,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,9,0,0,auroc@0.60,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,9,0,0,auroc@0.65,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,9,0,0,spearman@0.20,explore,explore,0.4806083650190114,0.4806083650190114,0.0
B3VI55_LIPST_Klesmith_2015,9,1,48,enrich@1.5,esm2_wtm,esm2_wtm,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,9,1,48,enrich@1.0,esm2_wtm,esm2_wtm,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,9,1,48,auroc@0.55,esm2_wtm,esm2_wtm,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,9,1,48,auroc@0.60,esm2_wtm,esm2_wtm,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,9,1,48,auroc@0.65,esm2_wtm,esm2_wtm,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,9,1,48,spearman@0.20,esm2_wtm,esm2_wtm,1.0,1.0,0.0
B3VI55_LIPST_Klesmith_2015,9,2,96,enrich@1.5,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,9,2,96,enrich@1.0,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,9,2,96,auroc@0.55,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,9,2,96,auroc@0.60,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,9,2,96,auroc@0.65,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,9,2,96,spearman@0.20,supervised,esm2_wtm,0.0,2.0,2.0
B3VI55_LIPST_Klesmith_2015,9,3,144,enrich@1.5,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,9,3,144,enrich@1.0,supervised,esm2_wtm,1.0,2.0,1.0
B3VI55_LIPST_Klesmith_2015,9,3,144,auroc@0.55,esm2_wtm,esm2_wtm,2.0,2.0,0.0
B3VI55_LIPST_Klesmith_2015,9,3,144,auroc@0.60,esm2_wtm,esm2_wtm,2.0,2.0,0.0
